SITE_ID;Ecoregions;YEAR;XFC_NAT_ALG_AQM;SumNat_PFC;FishTotalDensity;RegionalFishTotalLBCD;RegionalFishReplLBCD;RegionalFishRichLBCD;Fish_RarefiedChaoRichness;ObservedFishRichness;InvasiveFishDensity;RatioInvasiveDensity;RiparianPresent;SDDEPTH_CM;CatchmentsArea;MeanAnnualTemperature;MeanPrecipitation;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
FW08KS003;SPL;2008;0.384090908;2.636363636;228;0.001444065;0.001930791;0.000903988;11;11;0;0;1;5.777665112;167.3316;13.41184872;718.4512401;46.14466126;0.158478733;0.992310487;0.001613563;0.945015779
FW08KS005;TPL;2008;0.388636365;1.545454546;11;0.001017448;0.001704336;0.001310076;8.045;6;0;0;1;15.09925077;26.7642;13.10737152;1392.328819;43.91014863;0.980496335;1.910944166;0.050440514;2.595322261
FW08KS006;SPL;2008;0.897727274;4.09090909;50;0.001560421;0.001959384;0.001117727;7.98;7;0;0;1;12.6123997;139.1103;13.6065315;756.5001677;53.94941999;0.398681478;1.068005458;0.026525714;1.29921622
FW08KS008;SPL;2008;1.015909092;3.909090909;960;0.001433284;0.00191154;0.000902605;19.495;15;22;0.133333333;1;15.92282841;97399.4283;10.5096971;518.8537286;25.41812938;0.629105975;1.030153236;0.107971065;11.55542376
FW08KS012;TPL;2008;0.486363636;2.818181818;550;0.001391903;0.001529958;0.001238717;29.985;22;0;0;0.772727273;41.08308777;101.5308;13.44534494;1248.494309;0;0.26958125;0.961185015;0.000886431;1.914142507
FW08KS018;TPL;2008;0.309090909;1.545454545;917;0.00137007;0.001713067;0.000989477;24.991;17;0;0;0.772727273;88.50291581;471.2202;12.06046694;1005.358495;14.73648625;0.716577091;1.393358279;0.014515507;6.615366548
FW08KS021;SPL;2008;0.325;2.636363637;245;0.001410072;0.001861239;0.000909452;12;12;17;0.25;0.863636364;13.04024462;750.636;10.95531997;553.1562986;45.29003405;0.706339025;1.251644838;0.019663325;1.171387867
FW08KS022;SPL;2008;0.486363638;2.727272727;744;0.001429243;0.001918461;0.000886402;13;13;1;0.076923077;0.909090909;22.54088093;56605.9833;10.5236767;683.3710865;48.45822526;0.392291428;1.014264443;0.028793776;1.923276166
FW08KS033;SPL;2008;1.297727272;3.454545455;527;0.001391581;0.001822083;0.000913891;19.989;14;36;0.071428571;1;14.76723099;63838.8162;9.409887671;453.4636902;6.520265644;0.654588073;0.925372082;0.123122114;14.51681037
FW08KS036;SPL;2008;1.836363636;4.09090909;2712;0.001588206;0.00145518;0.001735813;4;4;0;0;1;6.381626087;75330.9423;9.846914471;464.0622117;14.68538619;0.625184832;0.952369721;0.115396406;13.26693312
FW08KS038;SPL;2008;0.754545455;3.272727274;286;0.001413371;0.001613413;0.001191401;7.498;7;0;0;0.909090909;10.56875645;9.1044;12.68346282;860.9489041;24.93080269;0.312178727;1.228822309;0;0.913041558
FW08KS039;TPL;2008;0.70909091;3.272727272;120;0.001388724;0.001547603;0.001212431;7;7;0;0;0.636363636;17.56687367;8.6877;12.47243881;1156.351183;2.838495804;1.290168859;1.463556342;0.020718947;16.53456037
FW08KS040;SPL;2008;0.743181818;2.636363636;552;0.001427333;0.001905728;0.000896501;20.984;12;720;0.166666667;0.954545455;23.91800809;2207.8845;13.39582019;785.3273081;52.13681694;0.468892734;1.391664438;0.024457801;2.387733486
FW08KS042;SPL;2008;0.579545456;2.818181818;499;0.001429921;0.00153096;0.001317806;6;6;1;0.166666667;0.954545455;16.94955769;614.9331;11.3924797;709.8195225;76.36591688;0.284884648;1.041761114;0.00614701;0.699342582
FW08KS043;TPL;2008;0.456818182;3.454545455;482;0.001378388;0.00160227;0.001129966;32.474;20;17;0.05;1;38.12135858;329.3964;12.50290519;1070.913895;18.96742041;0.832118384;1.467444294;0.019125892;4.03124279
FW08KY013;TPL;2008;0.063636364;0.545454546;480;0.001395983;0.001514244;0.001264759;24.782;23;4;0.043478261;NA;48.13538994;362866.7124;11.34070343;1197.844058;23.65821624;2.590561441;2.127677158;0.543870113;59.72823523
FW08KY016;SAP;2008;0.195454545;0.545454546;522;0.001417389;0.00172324;0.001078014;21.331;20;2;0.05;NA;147.4262353;244293.0129;10.96434627;1153.884381;11.03719361;2.764142868;2.199986002;0.597486675;66.0710108
FW08KY017;TPL;2008;0.081818183;0.545454546;545;0.001376467;0.001289202;0.001473297;30.891;26;7;0.038461538;NA;275.5929754;368922.8178;11.38217489;1200.978952;23.84189179;2.565204963;2.117002818;0.536711286;59.0109811
FW08KY029;TPL;2008;0.040909092;0.454545455;497;0.000814356;0.001848692;0.000977147;20.245;18;29;0.111111111;NA;31.58586313;523056.5172;12.1229662;1316.902968;18.30061132;2.465373807;2.095194352;0.501951819;55.83920475
FW08KY032;TPL;2008;0.215909092;1.545454546;274;0.001388952;0.001821365;0.000909141;20.227;14;0;0;NA;79.53939188;251203.9005;11.02291368;1159.567179;11.18185022;2.718745496;2.189595133;0.5872828;65.13106605
FW08KY097;CPL;2008;0.408333333;2;398;0.001415815;0.001377807;0.001457989;29.99;26;136;0.153846154;0.25;NA;2298823.18;9.082564665;853.176139;28.8271399;1.505068586;1.446296191;0.279346135;28.85903408
FW08KY209;CPL;2008;0.368181818;2.727272727;781;0.001424233;0.0009375;0.001964318;53.224;33;121;0.060606061;0.636363636;281.8151934;2298704.641;9.08227286;853.1404392;18.82799265;1.505143042;1.446347711;0.279359209;28.86035876
FW08LA006;CPL;2008;0.597727273;2.454545454;255;0.00148981;0.001636362;0.001327194;26.656;24;0;0;1;26.45711939;109.224;18.98702229;1458.597411;0;0.609789057;1.32943258;0.033783784;5.161073831
FW08LA011;CPL;2008;0.377272727;3.090909093;769;0.00145559;0.001695219;0.001189695;25.121;22;1;0.045454545;0.909090909;98.30597759;28240.7769;16.67379503;2134.4525;0.359837126;1.368997975;1.520525004;0.157833477;14.31835669
FW08LA013;CPL;2008;1.300000001;5.181818183;534;0.001430973;0.001691832;0.001141522;25.159;21;0;0;0.863636364;249.0178485;168040.0953;16.54157803;1121.742472;14.90936509;1.030934274;1.445548215;0.187532386;12.72406049
FW08LA014;CPL;2008;0.450000001;3.545454545;577;0.001359817;0.001094631;0.001654071;28.499;28;3;0.035714286;1;117.7943337;4237.5663;17.39286011;1900.456525;26.05902591;1.57865792;1.371931141;0.252654454;18.98462012
FW08LA017;CPL;2008;0.634090911;4.909090909;1106;0.00148324;0.001989611;0.000921364;24.993;17;0;0;1;93.76437264;62899.5096;17.41047775;1912.872578;18.41094418;1.373812906;1.493958969;0.170879711;15.14022918
FW08LA018;CPL;2008;0.779545455;3.727272728;615;0.00143118;0.000863935;0.00195099;20.993;17;0;0;0.5;163.9885128;161077.2597;16.46917933;1099.967648;15.43822781;0.980751948;1.441626054;0.168436625;11.90546463
FW08LA022;CPL;2008;0.404545455;3.727272727;1056;0.001458254;0.001986769;0.000871807;15.499;14;0;0;NA;222.5677516;8488.4553;18.0139092;1814.398773;1.610635801;1.742195532;1.653558375;0.220789288;18.46753424
FW08LA028;CPL;2008;0.013636364;0.272727273;612;0.001444047;0.000144576;0.001442142;33.987;26;25;0.038461538;0.636363636;222.5486378;2825106.143;9.928882945;878.5945455;27.69374042;1.437352571;1.442638832;0.269290622;27.13423086
FW08LA029;CPL;2008;0.322727273;3.090909091;510;0.001442187;0.001889835;0.000945471;17.499;17;0;0;0.636363636;229.4997383;170495.424;16.57555062;1127.110256;14.75794312;1.033308643;1.442884713;0.186546238;12.71658047
FW08LA030;CPL;2008;0.272727274;2.454545455;516;0.001450889;0.001792677;0.001071637;26.238;20;0;0;1;42.91730161;4211.7777;17.69736963;1939.179547;0.049746215;1.506197656;1.396095145;0.163064162;13.62504452
FW08LA032;CPL;2008;0.695454546;4.181818182;564;0.001474333;0.001994661;0.00089697;17.497;16;0;0;1;49.40044575;6488.8956;18.08517295;1641.376963;73.61438825;0.850649053;1.454624427;0.080875088;7.137720538
FW08LA033;CPL;2008;0.145454545;1.818181819;5753;0.001074033;0.001934844;0.000962712;30.248;18;0;0;0.545454545;51.39459155;63059.7636;17.41463226;1911.835936;18.5243958;1.371904572;1.493627831;0.170479707;15.10964324
FW08LA036;CPL;2008;0.068181819;1;483;0.00081505;0.002066908;0.000881537;19.992;16;18;0.125;1;513.1244935;2878892.08;10.06849864;895.0622177;27.6806544;1.429576207;1.444889677;0.26672567;26.93759971
FW08LA037;CPL;2008;0.490909091;3.272727273;664;0.001446866;0.001725989;0.001137147;33.481;21;0;0;0.681818182;242.40985;164298.3525;16.50521597;1109.29799;15.22589583;1.030000856;1.449068743;0.188134753;12.81883521
FW08LA044;CPL;2008;0.068181818;1;502;0.001400893;0.001463405;0.001331528;29.988;24;0;0;0.636363636;205.8754932;2860247.741;10.01583909;889.7242552;27.83527344;1.433209786;1.445880465;0.267810067;27.01414208
FW08LA051;CPL;2008;0.090909091;0.727272728;248;0.001564243;0.000222806;0.002282766;14.241;12;0;0;1;278.0922705;280783.413;10.07465408;895.5751658;27.66302062;1.43003406;1.444815353;0.267089659;26.94710114
FW08LA052;CPL;2008;0.090909092;1.090909091;342;0.000771457;0.001899314;0.000965788;19.994;18;28;0.111111111;1;313.1360104;279512.524;10.07049709;895.2375015;27.67516899;1.429356314;1.444804998;0.26669286;26.93480273
FW08LA067;CPL;2008;0.439285714;1.428571429;569;0.001549967;0.000212976;0.001906627;12.995;10;1;0.1;1;284.903734;280875.401;10.07497229;895.6025614;27.66214954;1.430055686;1.444854268;0.267088941;26.94801883
FW08LA068;CPL;2008;0.5325;1.6;475;0.001459794;0.001763727;0.001122546;26.987;21;32;0.142857143;NA;786.9021007;280484.573;10.07364558;895.5048877;27.66587316;1.42915612;1.444684371;0.266694065;26.93158783
FW08LA070;CPL;2008;0.128472223;1.180555555;590;0.001073683;0.002023631;0.000863453;38.458;14;1;0.071428571;0.777777778;106.4296708;281284.476;10.076514;895.7311519;27.65822978;1.434731685;1.446176777;0.268863556;27.11288497
FW08LA088;CPL;2008;0.068181818;1.363636363;580;0.00144393;0.001560686;0.001314376;32.153;24;12;0.041666667;0.636363636;135.2759473;2873794.152;10.05297902;893.6765621;27.72757242;1.431026218;1.445363068;0.267083451;26.96770863
FW08LA096;CPL;2008;0.103636363;2.072727272;546;0.001396692;0.001145804;0.001675079;37.152;29;10;0.068965517;0.818181818;139.8715975;2873699.702;10.05269121;893.6543298;27.72845796;1.431011674;1.445367734;0.267073595;26.96724455
FW08LA100;CPL;2008;0.072727273;0.727272728;589;0.001414128;0.001609972;0.001196818;23.597;22;6;0.090909091;NA;304.8979973;2878584.854;10.06748773;894.9849447;27.6834018;1.429710732;1.444984024;0.266753637;26.93965447
FW08LA104;CPL;2008;0.136363636;1.636363637;545;0.001435107;0.001761116;0.001073363;21.996;20;3;0.05;0.636363636;507.5785976;2878456.761;10.06707619;894.9528391;27.68459217;1.429765347;1.445022926;0.26676507;26.94079962
FW08LA108;CPL;2008;0.072727272;1.090909091;367;0.001399494;0.000759092;0.002110092;37.992;35;10;0.057142857;0.545454545;367.4985642;2825306.553;9.929457398;878.6514001;12.69232362;1.437259319;1.442601588;0.269272954;27.1324275
FW08LA131;CPL;2008;0.05;0.6;460;0.000815335;0.000216574;0.001831898;13.665;13;1;0.076923077;NA;495.506035;280863.566;10.07493081;895.5991565;27.66226314;1.430049285;1.44484345;0.267088882;26.94780378
FW08LA134;CPL;2008;0.063636365;0.545454546;510;0.000815212;0.000907886;0.001902391;25.982;17;2;0.058823529;0.909090909;657.4615462;281376.859;10.07685202;895.762401;27.65734575;1.435096759;1.446270363;0.268956762;27.12090935
FW08LA151;CPL;2008;0.059090909;0.818181819;516;0.000814565;0.001897028;0.000967779;24.113;18;6;0.055555556;1;1058.317363;280839.632;10.07484734;895.5916779;27.66249194;1.430044463;1.444828135;0.267089164;26.94752669
FW08LA152;CPL;2008;0.022727273;0.090909091;628;0.000813986;0.000114213;0.001683111;41.48;29;17;0.034482759;NA;276.0811055;2874036.614;10.0537036;893.7343205;27.72527636;1.4312897;1.445511144;0.267146346;26.97297414
FW08LA167;CPL;2008;0.081818182;0.90909091;369;0.000815007;0.002033488;0.000909548;21.155;17;1;0.058823529;0.818181818;833.5130263;280794.075;10.07469066;895.5781337;27.66291868;1.430034324;1.444812212;0.267089233;26.94707439
FW08LA180;CPL;2008;0.33409091;1.818181818;281;0.001488452;0.001971196;0.000952793;33.943;18;9;0.111111111;0.333333333;495.3092126;280404.762;10.07337461;895.4861916;27.66663726;1.4291559;1.44470721;0.266675271;26.93191534
FW08LA182;CPL;2008;0.127272729;1.090909092;567;0.001584848;0.000216639;0.001939567;9.998;9;2;0.111111111;0.909090909;310.765926;281388.461;10.07689431;895.7663202;27.65723439;1.435093994;1.446276652;0.268955835;27.12129759
FW08LA195;CPL;2008;0.15909091;1.000000001;457;0.001530564;0.000215765;0.001834739;16.245;14;2;0.142857143;NA;562.8065822;280892.891;10.07503519;895.6074522;27.66198419;1.430057157;1.444862683;0.267088475;26.94866267
FW08LA198;CPL;2008;0.035;0.7;625;0.001543033;0.000215164;0.001867718;17.24;11;0;0;0.9;823.8326138;281371.174;10.07683103;895.7605339;27.65739944;1.435095092;1.446267115;0.268956824;27.12053585
FW08LA227;CPL;2008;0.468181818;2.272727273;501;0.00146345;0.001913331;0.000964257;32.97;18;1;0.055555556;1;329.7652206;280752.054;10.07454639;895.567259;27.66331772;1.430039543;1.444818302;0.267092067;26.94707517
FW08LA228;CPL;2008;0.309090909;1.090909091;194;0.001010946;0.000210712;0.001849424;20.959;13;28;0.153846154;1;204.1169282;2878829.474;10.06828971;895.0473058;27.68124403;1.429606326;1.444913724;0.266731408;26.93804066
FW08MA001;NAP;2008;0.725;4.111111111;42;0.00165389;0.001299287;0.002047362;3;3;2;0.333333333;1;13.46089298;2.8188;9.749142947;1393.734746;0.223499361;10.75670498;3.828108929;3.831417625;244.1219683
FW08MA002;NAP;2008;0.336363638;2.727272728;74;0.001501473;0.00180928;0.000845328;12.493;12;5;0.083333333;0.818181818;54.05524671;473.8095;9.97432037;1426.281407;4.868222355;16.1107806;4.338463302;4.250885641;456.127384
FW08MA004;NAP;2008;0.577272728;3.545454546;193;0.00147616;0.001928049;0.000974739;9;9;24;0.222222222;0.909090909;50.08064204;486.9639;7.379809205;1251.524162;0.032158441;4.10163546;2.730233485;0.819300979;93.74207852
FW08MA006;NAP;2008;0.911363636;3.636363637;540;0.001492094;0.002080046;0.000839694;14;14;8;0.142857143;0.818181818;43.22118355;949.3434;10.01549593;1468.016673;3.807073394;13.49566469;3.964722498;3.331923938;354.7291644
FW08MA007;NAP;2008;0.554545455;2.636363637;660;0.001501628;0.002102599;0.000834783;25.481;13;16;0.230769231;0.863636364;105.6053259;12703.8834;7.651540581;1311.265265;0.190146581;6.557877814;2.707600151;1.539903932;149.530164
FW08MA013;NAP;2008;0.861363636;3.545454545;223;0.001438869;0.001949424;0.000872351;14.996;14;192;0.142857143;0.904761905;75.96697266;1848.4668;8.372910187;1251.611762;0.136718712;3.043354146;2.263098619;0.631252885;78.73080315
FW08MA017;NAP;2008;0.295454546;2.545454547;293;0.001503697;0.00197624;0.000844669;14.242;12;256;0.416666667;1;69.36734306;21511.6335;6.02593975;1255.451609;0.712703198;1.680150426;1.628848167;0.259089111;29.64422112
FW08MA018;NAP;2008;0.45;3.181818181;118;0.001481664;0.002032114;0.000870878;11.992;11;10;0.090909091;1;42.16501973;477.3267;9.974481869;1426.354583;5.003177069;16.00679346;4.319736332;4.219939928;454.2444084
FW08MD001;CPL;2008;0.200000001;2.181818182;186;0.001541687;0.00165506;0.000849489;11.995;11;3;0.090909091;1;19.50254063;9.00E-04;13.75895023;1434.647217;0;0;0.652708709;0;60.29369647
FW08MD002;CPL;2008;0.370454545;2.818181819;5;0.001638094;7.96E-05;0.003544033;1;1;0;0;0.818181818;12.76443605;4.8978;13.5407791;1406.594291;0;39.51470048;13.34968733;11.39287027;2369.279582
FW08MD003;SAP;2008;0.268181819;2.090909091;445;0.001496221;0.000882446;0.002177273;3;3;0;0;0.909090909;25.82413521;0.5517;11.23540973;1005.402003;0;0.08319739;0.920611496;0;7.928407399
FW08MD006;CPL;2008;0.622727273;2;350;0.00152117;0.002041413;0.000943902;24.232;18;175;0.166666667;0.45;66.37792524;402.633;13.61461032;1515.180641;52.43847375;1.16075955;1.69718529;0.134117174;30.84563261
FW08MD007;SAP;2008;0.431818183;2.272727274;1297;0.001544255;0.002023488;0.001012492;8;8;1;0.125;0.954545455;9.547097502;94.833;8.607928617;1098.533733;0.15374395;0.585745468;1.626396665;0.014235551;8.03362879
FW08MD008;SAP;2008;0.620454545;4.09090909;450;0.001445067;0.001952836;0.000881639;24.472;12;43;0.333333333;0.85;30.38904003;29087.3502;11.1163492;1046.896865;7.066825565;2.274057576;2.54356418;0.429573334;60.34129979
FW08MD009;SAP;2008;0.409318182;2.936363636;275;0.001379107;0.001658592;0.001068987;19.664;19;64;0.157894737;0.818181818;81.77619291;12780.7956;10.38859029;1013.845225;1.238739785;0.83220777;1.987661392;0.104197739;19.63922176
FW08MD012;SAP;2008;0.468181818;3.090909091;498;0.001429525;0.001890443;0.000918085;16.998;16;35;0.25;0.85;43.64162173;27695.7864;11.0425576;1040.776001;7.190534225;2.074930192;2.511011169;0.368302234;53.26069158
FW08MD014;CPL;2008;0.877272728;4.454545454;471;0.001465172;0.001998578;0.000873298;17.994;15;37;0.2;0.761904762;227.672658;31580.118;11.28706439;1069.416561;6.665546658;3.779828077;2.943203758;0.798591696;162.1729671
FW08MD018;CPL;2008;1.015909091;4.363636363;540;0.00146541;0.001946248;0.000931866;17.998;17;19;0.235294118;1;273.1810068;31620.177;11.29034876;1069.732814;6.659239763;3.777340791;2.943105158;0.797634055;162.1214667
FW08MD020;SAP;2008;0.425000001;3.090909092;464;0.001446732;0.001906245;0.00093685;17.125;17;68;0.235294118;1;84.27425617;15408.5679;10.57951582;1016.417123;4.285134117;1.567193522;2.209256718;0.285228973;36.68235223
FW08MD024;SAP;2008;0.545454547;3.9;584;0.001366715;0.001534222;0.001180848;22.497;21;6;0.095238095;1;54.61062242;27685.8882;11.04192486;1040.766655;7.190452355;2.075403472;2.511260739;0.368433909;53.26962013
FW08ME001;NAP;2008;0.947727272;4.454545454;56;0.001576056;0.002017572;0.001086144;7.246;7;0;0;0.904761905;19.1003749;10.9854;3.336383193;1131.435369;0;0;0.642476041;0;0.089748616
FW08ME002;NAP;2008;0.765909091;3.636363636;81;0.001647493;0.001304008;0.002028628;3;3;0;0;0.636363636;8.853344971;27.0702;3.257970012;1035.885087;0.531950263;0.307899461;0.768009069;0.023272824;3.545311834
FW08ME003;NAP;2008;0.870454546;2.636363637;44;0.001551506;0.001816029;0.001257989;6;6;0;0;0.590909091;28.97483931;67.6926;7.899398796;1437.263563;0.015954477;1.64378972;1.63413443;0.078442843;52.49027989
FW08ME004;NAP;2008;0.881818181;2.272727274;51;0.001615151;0.001554411;0.00168255;4;4;6;0.25;0.954545455;17.3623766;108;3.265499975;1671.530562;0;0.092633333;0.670507655;0.0075;3.053194041
FW08ME005;NAP;2008;0.729545454;3.727272727;529;0.001439311;0.001950853;0.000871697;12.998;12;10;0.083333333;0.863636364;28.81170323;246.9978;5.838587858;1196.618767;6.726011325;1.235430437;1.217567748;0.103847079;16.16430125
FW08ME006;NAP;2008;1.079545456;4.818181819;249;0.00161973;0.001806732;0.001412231;5;5;0;0;0.954545455;17.19582454;6.561;4.923376406;1214.82552;0;0.220301783;0.78940525;0;1.973440736
FW08ME007;NAP;2008;0.920454546;4.454545454;112;0.001566735;0.001680981;0.001439966;5;5;0;0;0.909090909;17.18696652;40.5036;3.591690699;1211.671225;0;0.313616567;0.744677712;0.006666074;0.271151532
FW08ME008;NAP;2008;0.859090909;4.181818182;51;0.001620534;0.001232848;0.002050715;3;3;0;0;1;8.812405168;36.9126;3.208882019;1078.598689;0;0.064733993;0.400468187;0;0.046158154
FW08ME009;NAP;2008;1.325000001;4.272727272;301;0.001508525;0.001856756;0.001122123;7;7;0;0;0.954545455;19.71494844;39.042;4.209687973;1096.61844;9.020285846;0.915589509;1.150902935;0.064545874;12.76286575
FW08ME010;NAP;2008;1.863636364;5.909090909;33;0.001642505;0.00177652;0.002615974;32;28;0;0;1;8.768003124;10.4058;3.293765512;967.9065631;0;0.151876838;0.043931902;0.008649023;0.702165167
FW08ME011;NAP;2008;0.38409091;2.636363638;175;0.001416729;0.001722252;0.001077717;8.994;8;0;0;0.954545455;26.05646355;117.3618;5.239875938;1262.663751;0.0774528;0.463857916;0.925580433;0.014570329;4.952910709
FW08ME013;NAP;2008;0.359090909;2.000000001;517;0.00146154;0.001892705;0.000983114;9;9;0;0;0.818181818;128.4545276;21356.2728;3.288859044;1091.727049;0.392836806;0.371050419;0.523957154;0.022735709;1.508531423
FW08ME016;NAP;2008;0.363636365;1.181818182;348;0.001025749;0.001982359;0.001019088;8;8;0;0;0.136363636;59.04231651;10476.1062;3.156291961;1090.025689;0.000146047;0.21542391;0.395225052;0.011116726;0.067058694
FW08ME017;NAP;2008;0.534318183;3.054545455;194;0.001528878;0.00155214;0.000833888;27.923;13;18;0.153846154;0.863636364;55.6877115;2553.6915;4.035169017;1136.008463;0;0.128638718;0.491873894;0.007788725;0.179472412
FW08ME018;NAP;2008;1.131818183;2.545454546;258;0.001583282;0.00188405;0.00091183;9;9;3;0.111111111;0.454545455;78.46095342;1173.1356;5.98164605;1413.909077;2.505899574;0.517792317;1.165870944;0.025700354;0.518653325
FW08ME019;NAP;2008;1.970454546;5.09090909;119;0.001470283;0.001841037;0.00105889;8;8;1;0.125;1;93.66666667;4366.017;6.284478247;1506.694466;0.428147669;1.329181036;1.558420365;0.138936701;21.26931001
FW08ME020;NAP;2008;1.911363636;6.090909091;22;0.001642505;0.00197652;0.002615974;42;32;0;0;1;7.34991926;6.9939;3.072901591;1074.35309;0;0;0.113806831;0;0.001446503
FW08ME021;NAP;2008;0.495454546;2.545454545;493;0.001534046;0.002069676;0.000939704;11.245;9;7;0.111111111;0.863636364;55.0298358;851.7393;4.623027854;1282.72921;0.169382815;0.287894782;0.570089432;0.022718219;0.982051041
