Ecoregions;YEAR;HabitatComplexity;FishTotalDensity;LocalFishTotalLCBD;LocalFishReplLCBD;LocalFishRichLCBD;RegionalFishTotalLBCD;RegionalFishReplLBCD;RegionalFishRichLBCD;Fish_RarefiedChaoRichness;ObservedFishRichness;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
CPL;2014;Poor;19;0.017316325;0.02129983;0.007963992;0.001059864;0.001932689;0.000861842;6;2;89.6634145;0.57399849;1.455345891;0.004193341;5.061803176
CPL;2014;Good;48;0.021566312;0.016349132;0.033815024;0.001081152;0.001487391;0.000615687;8;8;0;1.245489247;0.942577236;0;0.755769128
CPL;2014;Good;22;0.020351429;0.026825147;0.005152663;0.001114715;0.001518733;0.000651793;9;6;87.49930552;2.626090338;1.416394416;0.366687038;12.5346601
CPL;2014;Good;58;0.012642752;0.014910184;0.007319355;0.001089177;0.001431151;0.000697345;13;12;0.940941771;0.35152921;0.934210559;0.030530594;3.462004927
CPL;2014;Good;116;0.016335578;0.0149119;0.019678039;0.001075039;0.001456403;0.000638074;8;7;0;0.100791073;0.314176288;0;0.417553916
CPL;2014;Poor;15;0.026570912;0.001129645;0.086301024;0.001099744;0.001530855;0.000605778;10;9;93.25169706;0.788588669;1.260954534;0.02218377;5.443102756
CPL;2014;Good;510;0.02102565;0.027139273;0.006672299;0.001104;0.00154548;0.000598154;9;8;0.895901456;0.344331899;0.92243138;0.029410312;3.337930305
CPL;2014;Poor;74;0.02183564;0.02149971;0.022624323;0.001143109;0.001520859;0.000710284;5;5;82.34056329;1.637423114;1.49829138;0.053954894;6.561934559
CPL;2014;Good;15;0.015452057;0.019060632;0.006979972;0.001102515;0.001492657;0.000655492;9;6;0;0.922934935;1.212756281;0.046569471;7.393059574
CPL;2014;Poor;156;0.012839445;0.010207767;0.019018005;0.001060784;0.001425064;0.000643395;18;10;0;0;0.1400597;0;0.1668027
CPL;2014;Poor;647;0.012639846;0.007875021;0.007044415;0.001086875;0.00148523;0.000630441;14;10;3.33389;0.1978918;0.749729;0.002250887;1.013757
CPL;2014;Poor;417;0.016004605;0.013256675;0.022456099;0.001073033;0.001462257;0.000627061;8;8;36.22255;12.57112;3.747223;4.801293;156.325
SAP;2009;Poor;78;0.009032093;0.011886061;0.00532979;0.000879052;0.000281297;0.001602398;2;2;43.11993;0.2199676;0.7169381;0.009480249;1.465603
SAP;2009;Good;1037;0.010694896;0.01351102;0.007041687;0.000903555;0.001195568;0.000550188;13;13;0.004143234;0.27895299;0.644147395;0.006524403;3.96778889
SAP;2009;Good;641;0.010694946;0.014469735;0.005798109;0.000833041;0.001068118;0.000548573;10;10;0;0.050147831;0.251436484;0;0.330838598
SAP;2009;Poor;276;0.010750195;0.008253515;0.013989008;0.0009019;0.000885076;0.000922259;23;21;24.36034;0.2009147;0.6768793;0.01076473;2.026015
SAP;2009;Good;108;0.010390978;0.014863377;0.00458917;0.000923995;0.000916705;0.001932818;4;4;92.47444615;1.632381604;2.004515782;0.22020205;3.407521404
SAP;2009;Good;306;0.011115863;0.009712682;0.012936135;0.000933334;0.001267666;0.000528757;8;8;0;0.108695903;0.635740209;0;0.398093551
SAP;2009;Good;69;0.013042575;0.006337117;0.021741213;0.000830167;0.000673736;0.001019466;4;4;29.50049456;1.235286845;0.965324855;0.012363996;5.586941658
SAP;2009;Poor;519;0.010020209;0.013619948;0.005350457;0.000862338;0.000675965;0.001087869;28;24;0;0.005089639;0.149705585;0;0.361515964
SAP;2009;Poor;63;0.009528914;0.008962469;0.010263733;0.000968461;0.001360766;0.00049373;12;12;0;0.001401803;0.298001871;0;0.137628374
CPL;2009;Poor;186;0.010046745;0.014101503;0.00478672;0.000898694;0.000802651;0.001014916;40;23;0;0.310563834;0.679465092;0.004416688;0.748092783
SAP;2009;Good;479;0.010191629;0.011558977;0.008417839;0.000839762;0.000761066;0.000934991;23;21;0;0.0847893;0.510252143;0.008362448;0.082611629
SAP;2009;Good;49;0.012774883;0.005699108;0.021953915;0.000914768;0.001253387;0.000505002;11;10;0;0.475489794;1.501328553;0;0.755769128
CPL;2009;Poor;68;0.010494638;0.004768841;0.017922415;0.000904196;0.001224076;0.000517107;10;9;0.001128196;0.156161796;1.284491086;0.001743575;0.352081234
CPL;2009;Poor;156;0.010950133;0.011693959;0.009985205;0.000908198;0.001047352;0.000739807;20;18;0;0;0.209632655;0;0.361515964
SAP;2009;Poor;383;0.012139153;0.005015528;0.021380258;0.000877275;0.000751407;0.001029588;24;23;16.12391679;0.458172945;0.936300432;0.051926248;8.349836761
CPL;2009;Poor;511;0.009667309;0.004916997;0.015829639;0.000844158;0.000904765;0.000770817;19;18;0.015603368;0.040955477;0.288373173;0.000316147;0.262565295
CPL;2009;Good;490;0.010533466;0.005648268;0.016870777;0.000883624;0.000593528;0.00123467;45;27;0;0.459830867;2.54028464;0;1.669059531
CPL;2009;Good;75;0.010091131;0.007474397;0.013485684;0.000887776;0.0011553;0.000564045;17;13;0;0.019864823;0.216884085;0;0.369488663
SAP;2009;Good;517;0.010503368;0.004177692;0.018709336;0.000860185;0.00076156;0.000979531;22;22;0.063512066;14.43996865;3.98274662;2.262184303;510.4033454
CPL;2009;Poor;30;0.011445522;0.006896592;0.017346611;0.000977692;0.001186679;0.000724794;6;5;0.086574368;0.066775897;0.930243524;0.000639187;0.086977049
CPL;2009;Poor;464;0.012050468;-0.002638361;0.031105515;0.00092481;0.000686478;0.001213216;30;27;30.69302;0.1155643;0.4983557;0.000110407;0.1708816
CPL;2009;Poor;536;0.009528914;0.008962469;0.010263733;0.000844178;0.001016488;0.000635665;18;15;0.052960974;0.272319855;1.549480544;0.011974748;1.609601359
CPL;2009;Poor;78;0.010266955;0.009604111;0.011126827;0.000907712;0.001225803;0.000522789;16;12;0;0.043535331;0.507592627;0;0.162857647
SAP;2009;Good;128;0.012050468;-0.002638361;0.031105515;0.000886098;0.001105241;0.000620912;16;15;0;0.13972168;0.397910497;0.002754548;0.472461056
CPL;2009;Good;192;0.011712216;-0.003804765;0.03184158;0.000914935;0.001248122;0.000511743;12;9;0;0.271939601;0.560072826;0.001797591;5.833890147
CPL;2009;Poor;89;0.010911337;0.012055358;0.009427259;0.000913985;0.001026538;0.000777785;5;5;0.110065726;0.43318817;2.245530557;0.026183604;3.134416726
CPL;2009;Poor;222;0.010712842;0.014537839;0.005750875;0.00083665;0.001044978;0.000584552;14;13;19.58611825;0.572595004;1.040197071;0.073850957;9.93179204
CPL;2009;Poor;24;0.008526715;0.010090759;0.006497762;0.000898378;0.000986742;0.000791448;5;5;1.081018739;0.205158717;1.21329665;0.007806697;0.553552552
SAP;2009;Poor;519;0.008115277;0.008356501;0.007802349;0.000877295;0.001049668;0.000668705;17;16;0.028340712;0.127652474;0.333226289;0.003224509;0.287612092
SAP;2008;Good;164;0.014003768;0.011961564;0.017094817;0.00152023;0.002099118;0.000877888;11;11;0;0.069541813;1.153797192;0;0.430607463
SAP;2009;Good;282;0.00980585;0.00924751;0.010530155;0.000849827;0.000988929;0.000681499;20;16;0.002297144;0.054099333;0.486074622;0.000237636;0.232661969
SAP;2008;Poor;327;0.014435802;0.017141953;0.010339811;0.001491629;0.001460448;0.001526229;29;27;0;0.096135819;0.579808739;0;0.400060943
CPL;2008;Poor;51;0.006501382;0.006416732;0.006629506;0.001467911;0.001890643;0.000998843;27;9;17.00294454;0.518115606;1.057285596;0.063895568;8.014390461
CPL;2008;Poor;83;0.006702014;0.004829888;0.009535635;0.001499301;0.002070548;0.000865439;12;12;0.751206932;0.263596682;0.520838452;0.022495794;0.632816582
CPL;2008;Good;676;0.006972272;0.007015146;0.006907379;0.001390751;0.001266448;0.001528678;28;27;5.463865189;0.130983058;0.51152179;0.006632304;0.98516732
CPL;2009;Good;507;0.010060277;0.014592931;0.004180301;0.000857842;0.000580168;0.001193858;30;26;0.00415441;0.614867936;1.482006402;0.052476754;3.230520411
CPL;2009;Good;442;0.008826773;0.01151126;0.005344328;0.000866798;0.000593354;0.001197693;30;26;26.75784506;1.641124053;1.326386615;0.356681905;43.2261535
SAP;2009;Poor;502;0.008669598;0.008583631;0.008781119;0.000904084;0.001113727;0.000650393;22;16;2.562604;0.1203388;0.5773473;0.00568864;0.8293089
CPL;2009;Good;529;0.009225817;0.012415956;0.005087417;0.000867059;0.000471696;0.001345491;38;29;0;0.135156776;0.485288059;0.002308056;0.306368965
SAP;2009;Good;545;0.008376831;0.011077297;0.004873659;0.000841808;0.00062625;0.001102655;28;24;2.01697427;0.111583899;0.431582435;0.006431473;2.292104907
SAP;2009;Good;147;0.009435455;0.013289565;0.00443572;0.000871864;0.000998434;0.0007187;29;17;0.011837167;0.728670783;1.975299876;0.059962043;20.09240919
CPL;2009;Good;155;0.009518581;0.013048366;0.004939576;0.000847489;0.000637101;0.00110208;26;24;0.005891333;0.852420385;1.847674411;0.122505064;11.34420615
CPL;2009;Poor;535;0.009536736;0.013428808;0.004487756;0.000868869;0.000644821;0.001139991;57;25;11.18572491;0.516384859;0.982800858;0.062995043;9.648087505
SAP;2009;Good;139;0.008195742;0.010196214;0.005600635;0.000897252;0.001060015;0.000700292;21;17;0;0.181470275;1.109334176;0;1.25272467
CPL;2009;Good;92;0.009557505;0.013399474;0.004573521;0.000891161;0.000969244;0.000796672;51;19;0;0.319463293;2.3899749;0.004377709;0.973788766
CPL;2009;Good;41;0.008901922;0.011813054;0.005125463;0.000908863;0.000674776;0.001192132;3;3;0;0.192861212;1.424377616;0;0.896919104
CPL;2009;Good;541;0.009701018;0.013488675;0.004787491;0.000860237;0.000497592;0.001299076;64;28;0;0.137525219;2.633995376;0;0.453496912
CPL;2009;Good;222;0.009181402;0.012209816;0.005252798;0.0008758;0.000413856;0.0014348;38;31;0;0.005274515;0.419292311;0;0.405409986
SAP;2009;Poor;73;0.008834643;0.011569618;0.005286703;0.000868184;0.001119007;0.000564662;13;13;0;0.120280629;1.244023335;0.002282058;1.013945123
SAP;2009;Poor;324;0.010388308;0.014669623;0.004834382;0.000834543;0.000925862;0.000724037;19;17;0;0.073623278;0.794814511;0;0.264869549
SAP;2008;Poor;357;0.006909717;0.0051882;0.009515379;0.001576667;0.001695491;0.001444819;5;5;2.788115089;0.348437535;1.52719536;0.017458883;3.85204983
CPL;2009;Poor;121;0.010237657;0.005450509;0.016447774;0.000875708;0.000934577;0.000804471;27;19;11.37814851;0.441171021;1.119567554;0.033163889;11.1136522
CPL;2009;Good;574;0.011542316;0.01703121;0.004421861;0.000850391;0.000429411;0.001359822;33;29;0;0.015365891;0.384758154;0;7.392914046
SAP;2009;Good;43;0.011091051;0.011983078;0.009933871;0.000885289;0.0011798;0.000528899;19;9;0;0.288464091;0.548458324;0.064478201;0.390531874
CPL;2009;Good;505;0.009562976;0.012247196;0.006080877;0.000864295;0.000463603;0.001349174;57;29;0;0.199833241;2.705821584;0;0.859547242
CPL;2009;Good;492;0.010782829;0.000826535;0.023698606;0.00087509;0.000530057;0.001292616;37;28;0;0.26847079;2.119828873;0;3.400078492
SAP;2009;Poor;73;0.011625369;0.003111153;0.022670415;0.000900366;0.001192181;0.000547239;12;8;0;0.10959162;0.647800413;0.003714351;0.091723221
CPL;2009;Poor;510;0.010545187;0.011401495;0.009434343;0.000849635;0.000598864;0.001153096;34;25;0;0.087334503;0.794523557;0.000170287;0.447756817
CPL;2009;Good;498;0.00964962;0.011290909;0.007520462;0.000843359;0.000332423;0.001461644;51;31;0;0.184292194;0.940426188;0.000795735;4.145550292
SAP;2009;Good;549;0.010753206;0.013387794;0.007335492;0.000888058;0.000997626;0.000755468;27;18;9.670680566;0.234406654;0.713033112;0.007304282;2.554534004
SAP;2009;Good;514;0.011625369;0.003111153;0.022670415;0.000833753;0.000743744;0.000942673;33;21;0;1.031454784;2.116948931;0.030244984;15.11886116
CPL;2008;Good;604;0.006758081;0.005536057;0.008607718;0.001389996;0.001002;0.001820521;35;31;15.36213701;0.951299168;1.201205745;0.152750757;18.92831985
SAP;2009;Poor;273;0.010456952;0.011232878;0.009450385;0.000862852;0.000935256;0.000775235;19;18;0.417863829;0.215076735;0.98049473;0.002202445;1.398449717
SAP;2009;Good;78;0.011160918;0.012825631;0.009001374;0.000856652;0.001088419;0.00057619;8;8;0;0.366842379;4.329661245;0;22.15266394
SAP;2009;Good;1;0.00789065;0.001220203;0.014541714;0.000992985;0.000102375;0.002070716;1;1;0;0.244343057;0.47104245;0;0.305480847
CPL;2008;Good;555;0.008082653;0.009590217;0.005800829;0.001411971;0.001249908;0.001591798;39;28;0;0.456066946;1.023767566;0.014943216;3.137264927
SAP;2009;Poor;224;0.007348037;0.005259322;0.009430683;0.000882409;0.001150759;0.000557678;13;13;1.08030721;0.20292382;1.206581479;0.007846953;0.515295398
CPL;2009;Good;101;0.00668077;0.008295994;0.005070239;0.000855439;0.001119705;0.00053565;13;11;0;0.100743494;0.889436242;0;0.325652473
CPL;2008;Good;816;0.014265448;0.015723735;0.012058208;0.001369491;0.000946142;0.001839245;35;31;0;0.117492328;0.231816286;0;0.446458692
CPL;2009;Poor;78;0.007956049;0.006824127;0.009084682;0.000864421;0.00101549;0.000681611;20;16;12.25005016;0.223249664;0.998187755;0.011619719;2.056250974
CPL;2009;Poor;18;0.007026169;0.009534248;0.004525377;0.000878696;0.000798969;0.000975174;4;4;0.509724748;0.319664355;1.827387642;0.005176446;2.511710732
CPL;2009;Poor;80;0.008852109;-0.000990111;0.018665731;0.000876528;0.001091621;0.000616243;7;7;0.054777774;0.272553341;1.544961643;0.011897365;1.61435588
SAP;2009;Poor;56;0.008546481;0.01173145;0.005370766;0.00092861;0.001278872;0.000504757;9;9;0.324904947;0.074597416;1.073607321;0.003128383;1.179579512
SAP;2009;Good;16;0.007328032;0.008661199;0.005998737;0.000896721;0.001077342;0.00067815;6;6;0;0.136892678;0.262545295;0;0.392117852
SAP;2009;Good;9;0.007625509;0.009557983;0.005698649;0.000877543;0.001032486;0.000690046;13;6;6.102970829;0.302796075;0.385679795;0.026885334;4.571619177
SAP;2009;Poor;244;0.00606975;0.007508607;0.004635074;0.000831062;0.000773948;0.000900177;21;20;0;0.034434398;0.618526855;0;0.315202957
CPL;2009;Poor;457;0.007171817;0.010188857;0.004163545;0.000875414;0.000841801;0.00091609;25;21;5.165462506;0.067293848;0.955415682;0.002160685;0.923502389
CPL;2009;Good;59;0.006144144;0.007732997;0.004559907;0.000882141;0.000938411;0.000814047;5;5;0;0.10961167;0.097484751;0;1.111607793
SAP;2009;Good;141;0.006845387;0.00960421;0.00409458;0.00087628;0.001166798;0.000524722;12;11;0.500625695;0.667275709;0.897910215;0.030882981;8.534086212
SAP;2009;Good;411;0.007502553;0.010168395;0.004844457;0.000872955;0.000912471;0.000825135;21;19;3.080997012;0.464605612;0.748110308;0.046895127;4.619217051
CPL;2009;Poor;238;0.007318376;0.010833529;0.003813437;0.000861463;0.001124027;0.000543733;9;9;0;0.121471321;0.940164685;0;0.439218919
CPL;2009;Poor;29;0.01389065;0.001220203;0.014541714;0.000890483;0.001060028;0.000685316;7;6;9.0396;0.471225;0.641292;0.009252406;7.35035
SAP;2009;Good;136;0.007643861;0.011230019;0.004068123;0.000899049;0.001061187;0.000702845;21;17;19.86746268;2.167592621;1.456849024;0.510621698;61.72473528
SAP;2009;Poor;11;0.006960084;0.009928926;0.003999869;0.000908208;0.001102449;0.000673156;10;6;0;0.000067;0.183050689;0;1.575822321
SAP;2009;Good;34;0.009704528;0.001734301;0.017651596;0.000922467;0.000712245;0.001176858;3;3;5.551041525;0.512707147;0.938243141;0.039803537;3.03425263
CPL;2009;Poor;4;0.007126403;0.008183433;0.006072444;0.000911141;0.000683904;0.001186123;5;3;0.1822034;2.086864;0.9964366;0.4872881;19.74911
SAP;2009;Good;191;0.008309154;-0.00163324;0.018222659;0.000848566;0.000983585;0.000685178;17;16;16.58839319;2.772948056;1.62720247;0.667486467;81.42114609
CPL;2009;Poor;35;0.007465265;0.007632792;0.007298225;0.000886206;0.000962881;0.00079342;5;5;0;0;0;0;0.085061404
SAP;2009;Good;58;0.006851431;0.007542979;0.006161893;0.00093648;0.000435085;0.001543221;2;2;0.931112694;0.245381527;0.727243461;0.016019088;1.816185255
SAP;2009;Good;9;0.006730208;0.007314663;0.006147451;0.000885993;0.000815898;0.000970815;4;4;0.186283346;0.607064238;0.97586268;0.06253039;5.360811573
SAP;2009;Good;650;0.00615068;0.00786132;0.00444501;0.000851171;0.001101707;0.000547996;12;12;0.412333999;5.398779268;2.432318726;1.438830464;181.1457582
SAP;2009;Poor;352;0.006293373;0.005226968;0.007356679;0.000858978;0.001126366;0.000535412;11;10;39.38689008;0.709227549;1.010380594;0.008162361;2.137625284
CPL;2008;Good;797;0.013524298;0.019636606;0.0042728;0.001356981;0.000985065;0.001769663;30;30;0;0.0000581;0.001877066;0;2.187192105
CPL;2009;Poor;429;0.007599041;0.010904829;0.004302858;0.000873461;0.001152438;0.000535869;9;9;0;0.032948654;0.706609238;0;0.047516705
SAP;2009;Poor;247;0.00793639;0.008997952;0.006877912;0.000846228;0.0011002;0.000538895;12;11;30.39699955;2.530869687;2.311209961;0.164329006;55.42190386
SAP;2009;Good;364;0.006434716;0.007935476;0.004938317;0.000863504;0.001139468;0.000529558;10;10;0;0.085602877;0.763372122;0;0.38290888
CPL;2008;Good;899;0.015684062;-0.001487455;0.041674611;0.001388642;0.001484164;0.001282651;31;23;0.251028471;0.058682858;0.31074813;0;0.783051433
SAP;2009;Poor;21;0.006557861;0.006360568;0.00675458;0.000914891;0.000375107;0.001568086;2;2;56.78838291;0.549809672;1.68707436;0.018327929;5.695406367
CPL;2009;Poor;14;0.01369373;0.009827803;0.004055192;0.000930737;0.00072196;0.00118338;4;3;45.11519538;1.446749929;1.341995128;0.099110606;7.493759295
SAP;2009;Poor;117;0.007475768;0.005720248;0.009226186;0.000851625;0.001101457;0.000549302;11;9;79.71173388;6.080062039;2.660500306;1.270189325;86.45313036
CPL;2009;Poor;15;0.006941741;0.009764902;0.004126784;0.000918801;0.001235164;0.000535967;8;8;93.38842975;1.543843183;1.616392025;0.177748245;10.40197908
SAP;2009;Poor;441;0.006017522;0.007457055;0.004582172;0.000920105;0.000706236;0.001178909;3;3;84.06918885;1.139517303;1.218595452;0.050774595;19.63917114
XER;2009;Poor;503;0.007040878;0.010218031;0.003872958;0.000939786;0.000445041;0.00153848;2;2;1.002404416;0.3121677;1.157697068;0;5.041862913
WMT;2009;Poor;99;0.007294541;0.00936669;0.005228412;0.000975536;6.45E-05;0.002078021;1;1;58.20142986;2.454419156;1.743378847;0.31844151;29.17058416
XER;2009;Good;44;0.006373128;0.008133312;0.004618059;0.00097799;0.000558857;0.001485185;2;2;0;0.077810407;0.423021945;0;0.393862651
XER;2009;Poor;65;0.007765799;0.010951324;0.004589531;0.000958327;0.001003649;0.000903483;4;4;0;0.2623192;1.420705;0;12.39428
XER;2009;Good;1;0.007404768;0.000876021;0.013914543;0.000989878;9.63E-05;0.00207125;1;1;2.452706818;0.716808202;0.876122203;0.093801317;8.937976254
XER;2009;Poor;70;0.007634875;0.003904752;0.011354159;0.000986061;0.001080724;0.000871509;4;4;65.46233619;5.848845361;2.401122608;1.385975291;141.973727
XER;2009;Good;21;0.007774856;0.009539177;0.006015662;0.000895542;0.000852006;0.000948224;5;4;0;0.273764827;0.560343658;0.029415207;1.702781809
XER;2009;Poor;46;0.006767405;0.009423986;0.004118544;0.000975364;0.000850977;0.001125886;3;3;86.3323664;1.401401464;1.420026168;0.119102065;8.375256844
XER;2009;Good;2;0.006980389;0.010058093;0.003911629;0.000974975;4.42E-05;0.002101363;1;1;32.48158754;1.266128945;1.252816338;0.214113235;20.84857938
XER;2009;Poor;1;0.006864823;0.009607588;0.004130028;0.000992735;0.000103043;0.002069356;1;1;46.36260575;2.035710215;1.593814279;0.345819219;31.89869417
XER;2009;Good;1;0.008275116;0.012945979;0.003617825;0.000989878;9.63E-05;0.00207125;1;1;1.401532088;0.659042702;0.937303113;0.065963997;7.734048659
XER;2009;Poor;113;0.006768822;0.009567155;0.003978619;0.000956964;0.001009846;0.000892972;4;4;77.05617172;1.622125492;1.427728711;0.159134221;15.18069892
XER;2009;Poor;41;0.006708331;0.009352947;0.004071401;0.000978952;5.68E-05;0.002094838;1;1;77.4466299;2.513345624;1.800608599;0.34839187;35.28997707
XER;2009;Good;21;0.006781471;0.008218834;0.005348286;0.000969339;0.001037069;0.000887379;4;4;0.949483835;0.248927924;0.731927193;0.016335149;1.850131186
WMT;2009;Poor;24;0.006489581;0.008430379;0.004554423;0.000975536;6.45E-05;0.002078021;1;1;59.46097643;3.899693781;1.992719761;0.68063402;76.00109364
WMT;2009;Good;46;0.007732747;0.011306786;0.004169094;0.000963881;0.000518614;0.001502701;2;2;0.008648631;11.95962353;5.381978161;2.738821977;401.2192815
XER;2009;Good;221;0.006271494;0.007925574;0.004622221;0.000993698;0.000901187;0.001105647;3;3;6.297046828;2.703119356;1.761683571;0.504206906;63.0980335
XER;2008;Good;316;0.012714375;0.017239371;0.005865411;0.001616126;0.001977735;0.001214879;6;6;0.354726075;0.240626606;0.721203163;0.008318567;0.888068734
WMT;2008;Good;204;0.014984255;0.015889786;0.013613657;0.001649115;0.001320378;0.002013886;3;3;32.26003253;8.492258854;3.201331917;1.398108349;197.8162992
WMT;2009;Good;40;0.006952197;0.009378473;0.004532972;0.000968751;0.000536117;0.001492284;2;2;0.459098609;7.558222103;3.82788278;1.704672037;248.8736354
