SITE_ID;Year;Site;Organism;Richness
MORF_0009;2013;Usstreams;Fish;5
FW08MT032;2009;Usstreams;Fish;11
PAS9_0921;2014;Usstreams;Fish;6
MSSS_1082;2014;Usstreams;Fish;5
MTR9_0903;2014;Usstreams;Fish;11
NERM_1001;2014;Usstreams;Fish;10
WIR9_0911;2014;Usstreams;Fish;8
MOS9_0937;2013;Usstreams;Fish;8
FW08NY017;2008;Usstreams;Fish;21
FW08LA088;2008;Usstreams;Fish;24
FW08WY055;2008;Usstreams;Fish;6
FW08NE010;2008;Usstreams;Fish;4
FW08ND001;2008;Usstreams;Fish;13
NDRO_1024;2013;Usstreams;Fish;1
FW08OR060;2008;Usstreams;Fish;8
ALRF_0001;2013;Usstreams;Fish;35
IARO_1015;2014;Usstreams;Fish;29
FW08KS019;2009;Usstreams;Fish;2
SDS9_0937;2013;Usstreams;Fish;2
FW08TN013;2008;Usstreams;Fish;35
FW08WA033;2008;Usstreams;Fish;2
FW08IL035;2009;Usstreams;Fish;19
NMRF_0002;2014;Usstreams;Fish;3
PALS_1086;2013;Usstreams;Fish;19
NES9_0934;2013;Usstreams;Fish;3
FW08KY072;2009;Usstreams;Fish;11
FW08MI012;2009;Usstreams;Fish;15
FW08IL002;2009;Usstreams;Fish;12
FW08CO053;2009;Usstreams;Fish;5
FW08WY021;2009;Usstreams;Fish;6
OKRM_1002;2013;Usstreams;Fish;17
FW08KS007;2009;Usstreams;Fish;13
ALRF_0002;2013;Usstreams;Fish;4
CAS9_0929;2013;Usstreams;Fish;3
PAS9_0918;2013;Usstreams;Fish;4
OKRM_1001;2013;Usstreams;Fish;18
VTR9_0902;2014;Usstreams;Fish;6
IAS9_0918;2013;Usstreams;Fish;5
FW08OH027;2008;Usstreams;Fish;22
KSR9_0906;2013;Usstreams;Fish;15
FLLS_1063;2014;Usstreams;Fish;9
FW08LA104;2008;Usstreams;Fish;20
FW08MT050;2008;Usstreams;Fish;6
FW08ND021;2008;Usstreams;Fish;12
FW08NH007;2008;Usstreams;Fish;14
FW08AR053;2009;Usstreams;Fish;31
SDRO_1077;2014;Usstreams;Fish;6
FW08VT011;2008;Usstreams;Fish;17
FW08AR069;2009;Usstreams;Fish;18
FW08WI029;2008;Usstreams;Fish;20
FW08OH031;2008;Usstreams;Fish;24
FW08OH012;2008;Usstreams;Fish;34
NYLS_1119;2013;Usstreams;Fish;8
IDRF_0105;2014;Usstreams;Fish;1
MTRO_1069;2014;Usstreams;Fish;2
FW08MI035;2009;Usstreams;Fish;1
FW08OR022;2008;Usstreams;Fish;7
SDRF_0003;2014;Usstreams;Fish;1
NVRO_1024;2013;Usstreams;Fish;1
FW08OH030;2009;Usstreams;Fish;2
FW08KY014;2009;Usstreams;Fish;27
OHRO_1035;2013;Usstreams;Fish;24
OKR9_0904;2014;Usstreams;Fish;20
FW08MS025;2009;Usstreams;Fish;22
FW08WI003;2009;Usstreams;Fish;5
FW08IN023;2008;Usstreams;Fish;27
FW08LA173;2009;Usstreams;Fish;14
FW08RWI9029;2009;Usstreams;Fish;9
FW08ND054;2009;Usstreams;Fish;8
WVS9_0925;2014;Usstreams;Fish;4
IDRO_1039;2013;Usstreams;Fish;3
PARO_1051;2014;Usstreams;Fish;13
OKR9_0906;2013;Usstreams;Fish;3
IALS_1053;2014;Usstreams;Fish;11
NYRM_1004;2014;Usstreams;Fish;12
WAR9_0903;2014;Usstreams;Fish;6
FW08TX042;2008;Usstreams;Fish;22
OKR9_0913;2013;Usstreams;Fish;10
FW08CA059;2008;Usstreams;Fish;4
FW08CO020;2008;Usstreams;Fish;7
FW08RNY9007;2008;Usstreams;Fish;7
FW08WA031;2009;Usstreams;Fish;1
FW08AZ073;2009;Usstreams;Fish;1
ILSS_1118;2014;Usstreams;Fish;1
FW08OR027;2008;Usstreams;Fish;8
MIRO_1023;2014;Usstreams;Fish;1
FW08IN039;2009;Usstreams;Fish;29
FW08KY024;2009;Usstreams;Fish;31
WIR9_0906;2014;Usstreams;Fish;26
ARLS_1048;2013;Usstreams;Fish;29
FW08LA040;2009;Usstreams;Fish;18
ALLS_1041;2014;Usstreams;Fish;24
FW08KS025;2009;Usstreams;Fish;18
UTRF_0002;2014;Usstreams;Fish;2
FW08KS024;2009;Usstreams;Fish;20
MTRM_1005;2014;Usstreams;Fish;3
FW08IN019;2009;Usstreams;Fish;14
FW08AZ008;2009;Usstreams;Fish;4
FW08MD013;2009;Usstreams;Fish;5
FW08RIL9002;2008;Usstreams;Fish;28
FW08WV003;2009;Usstreams;Fish;8
FW08ND011;2009;Usstreams;Fish;12
FW08MA012;2009;Usstreams;Fish;8
FW08OR046;2009;Usstreams;Fish;5
FW08NC029;2009;Usstreams;Fish;15
FW08MS058;2009;Usstreams;Fish;13
FW08MS019;2008;Usstreams;Fish;28
ILR9_0905;2014;Usstreams;Fish;12
FW08OR009;2008;Usstreams;Fish;3
NERM_1004;2014;Usstreams;Fish;13
WVSS_1045;2014;Usstreams;Fish;10
PASS_1164;2014;Usstreams;Fish;5
OKS9_0934;2013;Usstreams;Fish;13
MNRM_1001;2014;Usstreams;Fish;6
OHSS_1122;2013;Usstreams;Fish;11
ORRO_1062;2014;Usstreams;Fish;10
FW08CA063;2008;Usstreams;Fish;4
ALS9_0921;2013;Usstreams;Fish;8
ALS9_0919;2013;Usstreams;Fish;9
FW08OK044;2008;Usstreams;Fish;11
FW08ND057;2008;Usstreams;Fish;7
FW08LA033;2008;Usstreams;Fish;18
FW08MO011;2008;Usstreams;Fish;30
FW08TX057;2008;Usstreams;Fish;16
FW08OR050;2008;Usstreams;Fish;1
FW08LA067;2008;Usstreams;Fish;10
FW08OK009;2009;Usstreams;Fish;9
ARR9_0906;2013;Usstreams;Fish;16
FW08MO076;2009;Usstreams;Fish;12
FW08LA068;2008;Usstreams;Fish;21
PARO_1053;2013;Usstreams;Fish;29
FW08MS070;2008;Usstreams;Fish;14
FW08WA005;2008;Usstreams;Fish;1
FW08MT111;2009;Usstreams;Fish;1
FW08AR073;2009;Usstreams;Fish;1
FW08KY019;2009;Usstreams;Fish;40
AZLS_1083;2014;Usstreams;Fish;1
WARF_0106;2013;Usstreams;Fish;1
FW08RWI9306;2009;Usstreams;Fish;27
FW08RNE9999;2008;Usstreams;Fish;2
WVRO_1008;2014;Usstreams;Fish;27
FW08OH002;2009;Usstreams;Fish;22
FW08AL032;2009;Usstreams;Fish;27
FW08SD035;2009;Usstreams;Fish;4
FW08TX062;2009;Usstreams;Fish;3
FW08OK058;2009;Usstreams;Fish;20
WVR9_0905;2014;Usstreams;Fish;21
OHRO_1031;2013;Usstreams;Fish;22
FW08MT033;2009;Usstreams;Fish;4
FW08LA160;2009;Usstreams;Fish;19
FW08SC004;2009;Usstreams;Fish;20
WYR9_0915;2014;Usstreams;Fish;3
FW08KS061;2009;Usstreams;Fish;5
FW08SD085;2009;Usstreams;Fish;8
FW08SD070;2009;Usstreams;Fish;7
FW08KS015;2009;Usstreams;Fish;7
FW08SC003;2009;Usstreams;Fish;15
FW08MN039;2009;Usstreams;Fish;12
NESS_1143;2014;Usstreams;Fish;11
TXRO_1079;2014;Usstreams;Fish;4
NES9_0925;2013;Usstreams;Fish;4
DELS_1033;2014;Usstreams;Fish;14
PARF_0004;2013;Usstreams;Fish;19
WVSS_1043;2014;Usstreams;Fish;5
INSS_1095;2014;Usstreams;Fish;9
INR9_0904;2014;Usstreams;Fish;11
FW08OH035;2008;Usstreams;Fish;23
NMRM_1001;2014;Usstreams;Fish;7
LAS9_0950;2013;Usstreams;Fish;5
MOS9_0930;2013;Usstreams;Fish;13
NYR9_0906;2013;Usstreams;Fish;15
ALSS_1063;2013;Usstreams;Fish;12
NJRO_1019;2013;Usstreams;Fish;6
DELS_1036;2013;Usstreams;Fish;13
FW08IN016;2008;Usstreams;Fish;8
FW08ND079;2008;Usstreams;Fish;17
FW08NH017;2008;Usstreams;Fish;7
FW08IA017;2008;Usstreams;Fish;11
FW08MN017;2008;Usstreams;Fish;11
FW08ND066;2009;Usstreams;Fish;1
FW08CA009;2009;Usstreams;Fish;1
FW08NC002;2009;Usstreams;Fish;2
FW08CO062;2009;Usstreams;Fish;2
FW08MS100;2009;Usstreams;Fish;26
MORO_1047;2014;Usstreams;Fish;22
SDRO_1075;2014;Usstreams;Fish;2
MTLS_1131;2013;Usstreams;Fish;2
FW08CO033;2009;Usstreams;Fish;4
OKS9_0931;2013;Usstreams;Fish;2
FW08OH029;2009;Usstreams;Fish;19
ORLS_1109;2014;Usstreams;Fish;2
FW08OK043;2009;Usstreams;Fish;18
FW08AR067;2008;Usstreams;Fish;31
FW08RMO9010;2009;Usstreams;Fish;11
WIR9_0914;2014;Usstreams;Fish;17
ARS9_0945;2013;Usstreams;Fish;21
FW08CO036;2009;Usstreams;Fish;13
LASS_1049;2014;Usstreams;Fish;16
COR9_0909;2014;Usstreams;Fish;4
NYRF_0002;2014;Usstreams;Fish;4
FW08OK028;2009;Usstreams;Fish;9
FW08CA016;2008;Usstreams;Fish;3
MALS_1041;2014;Usstreams;Fish;8
PAS9_0922;2013;Usstreams;Fish;5
FW08IN009;2008;Usstreams;Fish;24
FW08DE015;2008;Usstreams;Fish;3
FLRF_0001;2014;Usstreams;Fish;12
MTRM_1007;2013;Usstreams;Fish;4
ORR9_0908;2013;Usstreams;Fish;4
NHLS_1045;2013;Usstreams;Fish;9
FW08ND015;2008;Usstreams;Fish;6
FW08CO073;2008;Usstreams;Fish;5
FW08VT001;2008;Usstreams;Fish;7
MTRO_1064;2013;Usstreams;Fish;7
FW08KS001;2008;Usstreams;Fish;9
FW08MI037;2008;Usstreams;Fish;14
FW08ME022;2008;Usstreams;Fish;10
FW08MN065;2009;Usstreams;Fish;5
PAS9_0924;2014;Usstreams;Fish;13
NYS9_0926;2013;Usstreams;Fish;5
ORRO_1058;2013;Usstreams;Fish;1
FW08MN035;2008;Usstreams;Fish;17
FW08MO015;2009;Usstreams;Fish;22
FW08WV026;2008;Usstreams;Fish;19
FW08WI050;2008;Usstreams;Fish;22
FW08VT019;2009;Usstreams;Fish;13
FW08AR024;2009;Usstreams;Fish;25
FW08WA058;2009;Usstreams;Fish;5
FW08NE013;2008;Usstreams;Fish;13
FW08CA168;2009;Usstreams;Fish;1
NMR9_0903;2014;Usstreams;Fish;1
ILRO_1025;2013;Usstreams;Fish;29
MSR9_0901;2014;Usstreams;Fish;28
MTSS_1326;2014;Usstreams;Fish;2
FW08NE102;2009;Usstreams;Fish;3
OKRO_1102;2014;Usstreams;Fish;24
KSRS_1303;2013;Usstreams;Fish;26
FW08WY001;2009;Usstreams;Fish;3
INSS_1093;2014;Usstreams;Fish;2
NDR9_0909;2014;Usstreams;Fish;2
ILS9_0922;2014;Usstreams;Fish;2
FW08NV051;2008;Usstreams;Fish;2
ILRM_1003;2014;Usstreams;Fish;21
WARF_0107;2014;Usstreams;Fish;2
FW08MI031;2009;Usstreams;Fish;3
IDLS_1083;2014;Usstreams;Fish;2
FW08CO049;2009;Usstreams;Fish;4
FW08MI045;2009;Usstreams;Fish;18
FW08UT016;2009;Usstreams;Fish;3
MSRM_1001;2014;Usstreams;Fish;22
FW08MN080;2009;Usstreams;Fish;19
FW08SC023;2009;Usstreams;Fish;20
NER9_0909;2014;Usstreams;Fish;3
VTR9_0904;2014;Usstreams;Fish;3
NDR9_0912;2014;Usstreams;Fish;3
FW08NC116;2009;Usstreams;Fish;5
FW08AR145;2009;Usstreams;Fish;6
FW08OR030;2009;Usstreams;Fish;4
FW08AR111;2009;Usstreams;Fish;6
FW08VT024;2009;Usstreams;Fish;5
NYLS_1122;2013;Usstreams;Fish;18
PAR9_0904;2014;Usstreams;Fish;15
FW08ND072;2009;Usstreams;Fish;10
FW08CO046;2009;Usstreams;Fish;5
FW08NV058;2008;Usstreams;Fish;3
FW08IL010;2009;Usstreams;Fish;11
FW08MS069;2009;Usstreams;Fish;15
KYRO_1031;2013;Usstreams;Fish;18
NES9_0935;2014;Usstreams;Fish;6
NER9_0905;2013;Usstreams;Fish;4
IDRO_1051;2014;Usstreams;Fish;4
WYS9_0929;2014;Usstreams;Fish;4
FW08KY097;2008;Usstreams;Fish;26
FW08IN029;2008;Usstreams;Fish;5
MERF_0005;2014;Usstreams;Fish;9
SDS9_0942;2013;Usstreams;Fish;12
MNRM_1004;2014;Usstreams;Fish;10
NELS_1073;2013;Usstreams;Fish;10
FW08ND032;2008;Usstreams;Fish;4
FW08IA004;2008;Usstreams;Fish;5
FW08NV063;2008;Usstreams;Fish;4
ALRF_0004;2013;Usstreams;Fish;16
MTRO_1062;2013;Usstreams;Fish;7
MNR9_0905;2013;Usstreams;Fish;8
FW08UT022;2008;Usstreams;Fish;10
FW08OH015;2009;Usstreams;Fish;4
FW08KY012;2009;Usstreams;Fish;33
FW08NE043;2009;Usstreams;Fish;19
FW08NY032;2008;Usstreams;Fish;33
FW08OH024;2008;Usstreams;Fish;26
FW08AR179;2009;Usstreams;Fish;4
PASS_1167;2014;Usstreams;Fish;2
FW08ID023;2009;Usstreams;Fish;3
FW08NE036;2009;Usstreams;Fish;20
FW08TN018;2008;Usstreams;Fish;30
FW08CO028;2009;Usstreams;Fish;5
WIRM_1002;2014;Usstreams;Fish;16
FW08NE019;2009;Usstreams;Fish;12
ORLS_1093;2013;Usstreams;Fish;2
TXR9_0912;2014;Usstreams;Fish;12
FW08KS047;2009;Usstreams;Fish;12
CTRM_1002;2014;Usstreams;Fish;12
CTRM_1001;2014;Usstreams;Fish;12
MERM_1006;2014;Usstreams;Fish;8
KSRS_1312;2013;Usstreams;Fish;11
FW08IL018;2008;Usstreams;Fish;21
VARF_0005;2013;Usstreams;Fish;10
ARLS_1047;2013;Usstreams;Fish;12
FW08NY023;2008;Usstreams;Fish;17
FW08RKS9002;2008;Usstreams;Fish;12
NYR9_0912;2013;Usstreams;Fish;11
FW08WI044;2008;Usstreams;Fish;22
MNLS_1105;2013;Usstreams;Fish;13
FW08UT014;2009;Usstreams;Fish;3
MNR9_0907;2013;Usstreams;Fish;10
OKRO_1089;2013;Usstreams;Fish;2
FW08AL013;2009;Usstreams;Fish;12
FW08CT003;2009;Usstreams;Fish;1
FW08TN029;2008;Usstreams;Fish;50
MSRM_1003;2014;Usstreams;Fish;34
MNRF_0002;2014;Usstreams;Fish;1
FW08MT006;2009;Usstreams;Fish;2
FW08UT039;2009;Usstreams;Fish;2
FW08OK094;2009;Usstreams;Fish;23
FW08IA006;2009;Usstreams;Fish;3
ORR9_0907;2014;Usstreams;Fish;2
MORM_1006;2014;Usstreams;Fish;22
NHRF_0003;2013;Usstreams;Fish;2
FW08MN057;2009;Usstreams;Fish;20
ARLS_1046;2013;Usstreams;Fish;24
FW08RPA9003;2009;Usstreams;Fish;19
FW08MS238;2008;Usstreams;Fish;32
FW08MD003;2008;Usstreams;Fish;3
FW08NE044;2009;Usstreams;Fish;4
FW08SD018;2009;Usstreams;Fish;4
FW08CT032;2009;Usstreams;Fish;16
FW08CO032;2009;Usstreams;Fish;13
INS9_0920;2013;Usstreams;Fish;19
MASS_1077;2014;Usstreams;Fish;4
FW08NE035;2009;Usstreams;Fish;11
OHS9_0916;2013;Usstreams;Fish;17
FW08GA024;2009;Usstreams;Fish;16
FW08ND074;2009;Usstreams;Fish;9
FW08GA115;2009;Usstreams;Fish;7
TXRO_1078;2014;Usstreams;Fish;11
FW08RMN9083;2009;Usstreams;Fish;9
FW08RNC9102;2009;Usstreams;Fish;8
FW08AR099;2009;Usstreams;Fish;9
FW08MN032;2009;Usstreams;Fish;7
MOSS_1159;2013;Usstreams;Fish;12
TXRF_0008;2014;Usstreams;Fish;6
NHRM_1001;2014;Usstreams;Fish;10
ALRO_1021;2013;Usstreams;Fish;16
MER9_0907;2014;Usstreams;Fish;7
FW08WI051;2008;Usstreams;Fish;24
FW08SD046;2008;Usstreams;Fish;4
WYRO_1032;2013;Usstreams;Fish;5
FW08TX053;2008;Usstreams;Fish;28
UTRM_1002;2013;Usstreams;Fish;4
MTRM_1009;2013;Usstreams;Fish;12
FW08ND052;2008;Usstreams;Fish;11
FW08NH011;2008;Usstreams;Fish;14
FW08NE056;2008;Usstreams;Fish;2
FW08ROH9019;2008;Usstreams;Fish;37
FW08IN032;2009;Usstreams;Fish;26
ILR9_0907;2014;Usstreams;Fish;23
FW08AL011;2009;Usstreams;Fish;4
MORF_0002;2013;Usstreams;Fish;22
MESS_1107;2014;Usstreams;Fish;2
FW08WV028;2009;Usstreams;Fish;6
FW08CO055;2009;Usstreams;Fish;5
IARM_1002;2014;Usstreams;Fish;14
KSRS_1260;2014;Usstreams;Fish;15
FW08OR026;2009;Usstreams;Fish;6
TXR9_0918;2013;Usstreams;Fish;15
NYRM_1006;2014;Usstreams;Fish;6
ORR9_0905;2014;Usstreams;Fish;10
ARSS_1090;2013;Usstreams;Fish;14
FW08UT054;2008;Usstreams;Fish;4
FW08MI028;2008;Usstreams;Fish;17
FW08VT018;2008;Usstreams;Fish;14
FW08ME013;2008;Usstreams;Fish;9
FW08RWA9901;2009;Usstreams;Fish;6
FW08TN005;2008;Usstreams;Fish;28
MOLS_1085;2013;Usstreams;Fish;10
FW08MO035;2008;Usstreams;Fish;6
FW08DE008;2008;Usstreams;Fish;2
SCSS_1054;2014;Usstreams;Fish;4
FW08ND060;2008;Usstreams;Fish;18
NHSS_1070;2013;Usstreams;Fish;1
FW08LA180;2008;Usstreams;Fish;18
FW08IN021;2009;Usstreams;Fish;20
MNR9_0915;2014;Usstreams;Fish;6
MORO_1049;2014;Usstreams;Fish;17
NER9_0915;2014;Usstreams;Fish;5
MNRO_1053;2014;Usstreams;Fish;6
MOR9_0901;2014;Usstreams;Fish;31
FW08KY002;2009;Usstreams;Fish;31
FW08SD060;2009;Usstreams;Fish;2
FW08IN024;2009;Usstreams;Fish;27
FW08MO102;2008;Usstreams;Fish;35
FW08OK040;2009;Usstreams;Fish;16
MER9_0901;2014;Usstreams;Fish;6
FW08MN023;2009;Usstreams;Fish;1
NESS_1140;2014;Usstreams;Fish;1
ILRF_0002;2013;Usstreams;Fish;33
FW08ND142;2009;Usstreams;Fish;2
FW08AR037;2009;Usstreams;Fish;29
FW08UT112;2009;Usstreams;Fish;2
FW08SD095;2009;Usstreams;Fish;3
FW08RTNECO65J05;2009;Usstreams;Fish;24
FW08RTN9004;2009;Usstreams;Fish;24
WVSS_1046;2014;Usstreams;Fish;2
FW08SC021;2009;Usstreams;Fish;25
FW08RUT9100;2009;Usstreams;Fish;3
FW08CT004;2009;Usstreams;Fish;4
MTLS_1189;2014;Usstreams;Fish;2
MIS9_0930;2013;Usstreams;Fish;2
FW08ND064;2009;Usstreams;Fish;4
WARF_0105;2013;Usstreams;Fish;2
MTLS_1144;2014;Usstreams;Fish;3
PAR9_0908;2013;Usstreams;Fish;20
FW08IL043;2009;Usstreams;Fish;7
FW08SD001;2009;Usstreams;Fish;5
FW08MI001;2009;Usstreams;Fish;14
FW08OK052;2009;Usstreams;Fish;12
OHSS_1127;2013;Usstreams;Fish;16
SDLS_1118;2014;Usstreams;Fish;5
FW08OH021;2008;Usstreams;Fish;26
ILSS_1120;2014;Usstreams;Fish;5
MTS9_0923;2013;Usstreams;Fish;4
FW08RMS9999;2009;Usstreams;Fish;10
FW08KS011;2009;Usstreams;Fish;7
WVSS_1042;2014;Usstreams;Fish;5
NYRM_1005;2013;Usstreams;Fish;16
PARM_1001;2013;Usstreams;Fish;18
PAR9_0906;2013;Usstreams;Fish;16
NES9_0927;2013;Usstreams;Fish;6
FLSS_1069;2014;Usstreams;Fish;10
MIS9_0924;2013;Usstreams;Fish;5
NES9_0923;2013;Usstreams;Fish;7
CAS9_0926;2013;Usstreams;Fish;4
ORR9_0913;2014;Usstreams;Fish;5
IDRO_1034;2013;Usstreams;Fish;5
KSR9_0910;2013;Usstreams;Fish;12
FW08MD001;2008;Usstreams;Fish;11
FW08MT029;2008;Usstreams;Fish;7
FW08MI036;2008;Usstreams;Fish;17
NYR9_0915;2013;Usstreams;Fish;9
FW08NJ019;2008;Usstreams;Fish;10
FW08ND031;2008;Usstreams;Fish;12
IDR9_0902;2014;Usstreams;Fish;4
AZSS_1111;2014;Usstreams;Fish;1
FW08OK026;2009;Usstreams;Fish;27
OKR9_0907;2013;Usstreams;Fish;24
IAS9_0921;2014;Usstreams;Fish;3
FW08MN119;2009;Usstreams;Fish;15
FW08KS032;2009;Usstreams;Fish;13
NYR9_0910;2013;Usstreams;Fish;18
CTRO_1019;2014;Usstreams;Fish;5
INRM_1003;2014;Usstreams;Fish;12
NYRO_1053;2013;Usstreams;Fish;15
CTR9_0901;2014;Usstreams;Fish;11
FW08NC040;2009;Usstreams;Fish;11
CTRO_1021;2014;Usstreams;Fish;7
MIRM_1002;2014;Usstreams;Fish;10
IDRO_1030;2013;Usstreams;Fish;4
NHLS_1044;2013;Usstreams;Fish;8
FW08WI021;2008;Usstreams;Fish;18
FW08NY019;2008;Usstreams;Fish;5
FW08MO214;2008;Usstreams;Fish;4
FW08IL001;2009;Usstreams;Fish;11
FW08MI055;2009;Usstreams;Fish;4
FW08RWI9303;2009;Usstreams;Fish;16
MELS_1049;2014;Usstreams;Fish;12
NYR9_0909;2013;Usstreams;Fish;28
MNRM_1010;2013;Usstreams;Fish;11
ORRO_1067;2014;Usstreams;Fish;3
FW08OR045;2008;Usstreams;Fish;3
SDRM_1011;2013;Usstreams;Fish;4
TNLS_1032;2014;Usstreams;Fish;16
FW08SD058;2008;Usstreams;Fish;1
SDRM_1001;2013;Usstreams;Fish;1
FW08KY023;2009;Usstreams;Fish;35
FW08NE047;2009;Usstreams;Fish;3
NER9_0902;2013;Usstreams;Fish;3
SDRF_0001;2014;Usstreams;Fish;4
FW08MD026;2009;Usstreams;Fish;7
NYRO_1057;2013;Usstreams;Fish;9
MTR9_0908;2013;Usstreams;Fish;1
SCRO_1014;2014;Usstreams;Fish;32
FW08WA022;2009;Usstreams;Fish;2
SDSS_1195;2014;Usstreams;Fish;2
FW08CA102;2009;Usstreams;Fish;2
FW08AR027;2009;Usstreams;Fish;3
FW08MT047;2009;Usstreams;Fish;3
FW08RMI9201;2009;Usstreams;Fish;22
PAR9_0901;2014;Usstreams;Fish;22
ALRF_0003;2013;Usstreams;Fish;28
WYRO_1042;2014;Usstreams;Fish;2
MDSS_1090;2014;Usstreams;Fish;2
FW08WA036;2009;Usstreams;Fish;3
ORRM_1004;2014;Usstreams;Fish;2
FW08KS063;2009;Usstreams;Fish;18
FW08AR087;2008;Usstreams;Fish;31
FW08RNM9060;2008;Usstreams;Fish;3
FW08WA016;2009;Usstreams;Fish;4
INRO_1026;2014;Usstreams;Fish;16
FW08OK036;2009;Usstreams;Fish;14
PASS_1168;2014;Usstreams;Fish;3
IAR9_0901;2014;Usstreams;Fish;16
TXRM_1002;2013;Usstreams;Fish;20
FW08ND038;2009;Usstreams;Fish;14
FW08GA002;2009;Usstreams;Fish;17
OKRM_1008;2013;Usstreams;Fish;19
FW08SD014;2009;Usstreams;Fish;9
FW08RI010;2009;Usstreams;Fish;10
FW08RWI9074;2009;Usstreams;Fish;9
SDRO_1071;2014;Usstreams;Fish;4
FW08FL032;2009;Usstreams;Fish;12
FW08MI025;2009;Usstreams;Fish;11
TXRF_0002;2014;Usstreams;Fish;5
NER9_0912;2014;Usstreams;Fish;6
FW08SC012;2009;Usstreams;Fish;12
MTR9_0920;2013;Usstreams;Fish;4
FW08UT047;2009;Usstreams;Fish;8
WYRO_1037;2014;Usstreams;Fish;4
CTR9_0902;2014;Usstreams;Fish;7
NDRF_0008;2014;Usstreams;Fish;5
MARM_1002;2014;Usstreams;Fish;9
FLSS_1107;2014;Usstreams;Fish;8
KYRO_1032;2013;Usstreams;Fish;16
IDRO_1049;2013;Usstreams;Fish;4
KSRS_1338;2013;Usstreams;Fish;7
WVRF_0004;2014;Usstreams;Fish;9
TXLS_1123;2013;Usstreams;Fish;15
ARS9_0949;2013;Usstreams;Fish;11
FW08CA031;2008;Usstreams;Fish;7
FW08CA020;2008;Usstreams;Fish;4
ALS9_0918;2013;Usstreams;Fish;15
ORR9_0912;2013;Usstreams;Fish;5
IDR9_0908;2013;Usstreams;Fish;6
ORLS_1095;2013;Usstreams;Fish;7
NJLS_1042;2013;Usstreams;Fish;12
FW08DE005;2008;Usstreams;Fish;18
FW08AR008;2008;Usstreams;Fish;9
FW08OH013;2009;Usstreams;Fish;2
FW08DE013;2008;Usstreams;Fish;10
FW08OR058;2008;Usstreams;Fish;7
FW08TN028;2009;Usstreams;Fish;27
FW08IN001;2009;Usstreams;Fish;23
FW08PA034;2009;Usstreams;Fish;21
FW08KS055;2009;Usstreams;Fish;16
WIR9_0901;2014;Usstreams;Fish;17
FW08MN013;2009;Usstreams;Fish;16
FW08NE005;2009;Usstreams;Fish;8
FW08WV025;2009;Usstreams;Fish;12
FW08KS048;2009;Usstreams;Fish;10
FW08RI009;2009;Usstreams;Fish;8
KSR9_0908;2013;Usstreams;Fish;17
FW08MS083;2008;Usstreams;Fish;30
FW08WI033;2008;Usstreams;Fish;25
OKS9_0937;2013;Usstreams;Fish;15
TXSS_1240;2014;Usstreams;Fish;10
MELS_1052;2014;Usstreams;Fish;8
WILS_1090;2013;Usstreams;Fish;16
NJLS_1041;2013;Usstreams;Fish;15
FW08ME004;2008;Usstreams;Fish;4
FW08OK060;2008;Usstreams;Fish;7
FW08NH020;2008;Usstreams;Fish;11
FW08MD007;2008;Usstreams;Fish;8
CTRM_1003;2014;Usstreams;Fish;10
FW08MI058;2008;Usstreams;Fish;21
FW08OR061;2009;Usstreams;Fish;6
FW08MS008;2009;Usstreams;Fish;27
MER9_0903;2014;Usstreams;Fish;8
FW08TX037;2009;Usstreams;Fish;24
NDLS_1072;2014;Usstreams;Fish;1
MELS_1051;2014;Usstreams;Fish;11
ORRM_1002;2014;Usstreams;Fish;1
FW08LA096;2008;Usstreams;Fish;29
DER9_0903;2013;Usstreams;Fish;14
FW08AR019;2009;Usstreams;Fish;24
ALR9_0902;2014;Usstreams;Fish;25
NESS_1134;2014;Usstreams;Fish;2
FW08AL015;2009;Usstreams;Fish;23
FW08KS016;2009;Usstreams;Fish;6
FW08OK018;2009;Usstreams;Fish;16
FW08DE040;2009;Usstreams;Fish;5
FW08TN081;2008;Usstreams;Fish;30
FW08WV007;2008;Usstreams;Fish;27
FW08MO014;2009;Usstreams;Fish;9
FW08ID049;2009;Usstreams;Fish;7
WIRO_1048;2014;Usstreams;Fish;10
FW08TX030;2009;Usstreams;Fish;8
NER9_0904;2013;Usstreams;Fish;4
KYLS_1054;2013;Usstreams;Fish;13
NDLS_1057;2013;Usstreams;Fish;7
FW08IN003;2008;Usstreams;Fish;18
MIS9_0934;2013;Usstreams;Fish;1
IDLS_1065;2014;Usstreams;Fish;1
MTSS_1289;2014;Usstreams;Fish;1
FW08MO013;2009;Usstreams;Fish;33
FW08ND013;2008;Usstreams;Fish;2
FW08AZ004;2009;Usstreams;Fish;2
FW08DE044;2009;Usstreams;Fish;2
FW08WV001;2009;Usstreams;Fish;3
FW08CO054;2009;Usstreams;Fish;3
FW08UT026;2008;Usstreams;Fish;2
SDS9_0945;2014;Usstreams;Fish;2
FW08IN015;2008;Usstreams;Fish;31
FW08WY052;2009;Usstreams;Fish;3
MERF_0001;2014;Usstreams;Fish;2
OHR9_0908;2013;Usstreams;Fish;20
FW08KS056;2009;Usstreams;Fish;16
FW08AR088;2009;Usstreams;Fish;16
FW08MD022;2009;Usstreams;Fish;4
FW08MN093;2009;Usstreams;Fish;13
FW08AR003;2009;Usstreams;Fish;16
FW08MI013;2009;Usstreams;Fish;8
FW08AR307;2009;Usstreams;Fish;9
NDSS_1133;2014;Usstreams;Fish;5
FW08CO072;2009;Usstreams;Fish;8
