Ecoregions;YEAR;HabitatComplexity;InsectDensity;LocalInsectTotalLCBD;LocalInsectReplLCBD;LocalInsectRichLCBD;RegionalInsectTotalLBCD;RegionalInsectReplLBCD;RegionalInsectRichLBCD;Insect_RarefiedChaoRichness;ObservedInsectRichness;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
NPL;2009;Poor;75;0.008421406;0.010812185;0.003690019;0.00075428;0.000670703;0.000892345;21.00;15;17.47193;0.25;0.7;0.01;1.83
NPL;2009;Poor;644;0.007601849;0.006043761;0.010685327;0.000690174;0.000847657;0.00043002;45.00;32;26.43431;0.24;0.57;0.01;0.62
TPL;2009;Poor;52;0.010904511;0.008687745;0.016201857;0.000844411;0.000805857;0.000908099;34.00;14;79.53721;0.87;1.68;0.08;11.13
SPL;2008;Poor;148;0.007541422;0.003504903;0.01301481;0.001192903;0.001239257;0.001111939;28.00;20;33.13572;0.63;1.26;0.08;7.31
TPL;2009;Poor;120;0.003552968;0.00403651;0.002717361;0.000768094;0.000913438;0.000527994;33.00;20;3.90083632;0.9;1.2;0;3.92
TPL;2009;Poor;415;0.00362172;0.004552388;0.002013435;0.000680919;0.00082635;0.000440673;56.00;32;7.178652286;0.5;1.01;0;2.47
NPL;2009;Poor;468;0.008030868;0.001437504;0.01769714;0.000680329;0.000837277;0.000421059;43.00;31;39.8507;0.32;0.86;0;0.97
NPL;2009;Poor;433;0.011920901;0.009848373;0.015888802;0.000732291;0.000949891;0.000372826;31.00;29;0.2611128;0.15;1.24;0.01;0.95
TPL;2013;Poor;347;0.01611688;0.018480057;0.012413066;0.000977704;0.000722228;0.001435172;16.00;15;83.62209713;0.73;1.24;0.03;4.01
SPL;2013;Poor;210;0.011942232;0.015824676;0.005918595;0.00107774;0.001204824;0.000850178;31.00;19;53.16534547;0.19;0.74;0.01;0.51
SAP;2013;Poor;260;0.016751545;-0.007923517;0.055035057;0.001098846;0.000227248;0.002659573;11.00;9;12.10412053;2.86;2.24;0.58;65.1
NPL;2014;Poor;411;0.007145349;0.008619854;0.003688198;0.00086532;0.000979109;0.000676495;53.00;39;3.976048082;0.34;0.77;0.05;3.01
WMT;2014;Poor;472;0.006603143;0.007968488;0.003401931;0.000842625;0.000990463;0.000597298;42.00;37;1.790568306;0.2;0.93;0.01;0.7
NPL;2014;Poor;136;0.005042395;0.004380722;0.0067645;0.000975967;0.001185195;0.000628766;24.00;19;4.304394283;0.28;0.74;0.03;2.18
NAP;2013;Poor;179;0.007092418;0.008839839;0.003988733;0.000916738;0.001106825;0.000576357;43.00;31;42.5237321;2;2.29;0.28;31.16
SAP;2014;Poor;81;0.011288639;0.013080732;0.006773512;0.001064363;0.000356364;0.002239243;7.00;7;0;0.05;0.45;0;1.17
NPL;2014;Poor;498;0.010095527;0.003982815;0.019879638;0.000966469;0.001018691;0.000879811;32.00;16;1.590175995;0.88;1.19;0.03;5.73
SAP;2014;Poor;209;0.012398331;0.015751644;0.006968009;0.000790141;0.00075772;0.000843942;56.00;42;0;1.69;3.92;0;8.57
SPL;2014;Poor;43;0.010503074;0.012874187;0.004529124;0.000943189;0.000360106;0.001910779;10.00;9;6.743407452;0.44;1.13;0.07;5.58
NAP;2014;Poor;225;0.00822316;0.010502354;0.003782045;0.000860491;0.001108371;0.000449149;43.00;31;0.493048616;1.42;1.51;0.19;19.86
TPL;2014;Poor;19;0.007958544;0.006699414;0.010412018;0.000876688;0.000433416;0.001612269;19.00;11;48.38109298;3.21;1.9;0.59;55.78
XER;2013;Poor;115;0.009909401;0.012256045;0.006256385;0.001281551;0.000304464;0.003031173;7.00;7;0.940941771;0.35;0.93;0.03;3.46
WMT;2008;Poor;574;0.009437775;0.012395806;0.007131072;0.001215906;0.001470975;0.000770394;38.00;38;3.851553846;0.66;1.75;0.07;4.62
UMW;2008;Poor;583;0.009999907;0.011624889;0.00873273;0.001067145;0.001275524;0.000703182;46.00;35;54.63929483;0.9;1.22;0.02;6.38
NPL;2008;Poor;133;0.004507558;0.003544982;0.005679203;0.001246157;0.001586047;0.000652493;45.00;25;7.650833;0.18;0.87;0;0.28
NPL;2008;Poor;264;0.010240845;0.011214226;0.008816142;0.001241057;0.001451756;0.000873044;26.00;22;4.196759;0.27;0.74;0.03;2.18
NPL;2009;Poor;587;0.010499063;0.012464239;0.005802934;0.000732531;0.000922763;0.000418276;64.00;32;23.8;0.35;1.07;0;0.54
SPL;2009;Poor;719;0.014167972;0.017811546;0.00546102;0.000688654;0.00085105;0.000420385;51.00;31;13.93878;1.06;1.21;0.21;26.49
SPL;2009;Poor;10;0.013927874;0.016212996;0.008467177;0.000971503;-0.000119256;0.002773382;3.00;3;90.12516;0.71;1.59;0.05;6.4
SPL;2008;Poor;831;0.006148676;0.00811881;0.003477238;0.001157109;0.001173958;0.001127681;63.00;43;2.982708;0.3;1.47;0.05;11.41
SPL;2009;Poor;1070;0.004328738;0.005741817;0.0018868;0.000762418;0.000999507;0.000370759;29.00;25;6.454821;0.42;1.14;0.06;5.9
SPL;2009;Poor;594;0.003888188;0.004204738;0.003341159;0.000763397;0.000957319;0.000443047;23.00;22;31.47822;1.14;1.38;0.28;15.55
SPL;2009;Poor;415;0.003571614;0.003833384;0.003119251;0.000740341;0.000874697;0.000518391;48.00;36;36.7097;0.46;1.15;0.04;1.81
WMT;2009;Poor;277;0.003707779;0.004060798;0.003097728;0.00077933;0.000937221;0.0005185;36.00;20;0.5582983;0.4;2.07;0;0.51
TPL;2009;Poor;44;0.004253941;0.004372374;0.004049278;0.000814508;0.000737434;0.000941831;20.00;14;1.004224117;0.32;1.11;0;1.55
UMW;2009;Poor;32;0.008468143;0.004551281;0.0142105;0.000878637;0.000132104;0.00211187;9.00;6;0;0.22;1.07;0;4.69
NPL;2009;Poor;129;0.00567498;0.006253181;0.004827302;0.000742356;0.000973704;0.00036018;39.00;28;4.73886;0.18;0.46;0;0.18
WMT;2008;Poor;374;0.009047728;0.011472429;0.004268708;0.001334861;0.001410448;0.001202838;60.00;46;0.04022949;0.25;0.74;0.01;0.96
XER;2009;Poor;174;0.006720717;0.008107448;0.004248989;0.000724318;0.000794971;0.000607603;29.00;19;11.50599;1.9;1.26;0.28;45.49
TPL;2013;Poor;61;0.012127586;0.009670965;0.015977854;0.001118742;0.000907853;0.001496372;17.00;14;86.3323664;1.4;1.42;0.12;8.38
NAP;2014;Poor;237;0.007822083;0.010233955;0.003122438;0.000877968;0.001145559;0.000433916;43.00;31;4.86664873;0.88;1.32;0.12;8.86
UMW;2013;Poor;269;0.010600327;0.011003044;0.009911929;0.000999811;0.001246479;0.000558114;45.00;31;5.999765623;0.79;1.34;0.09;10.91
NPL;2014;Poor;65;0.009635124;0.011025682;0.006374797;0.000981438;0.001050004;0.000867658;27.00;16;18.41521395;0.33;0.79;0.02;3.14
NPL;2013;Poor;333;0.007249357;0.007357292;0.007090744;0.00113283;0.001420348;0.000617985;35.00;22;52.82988616;0.18;0.88;0;0.34
SPL;2014;Poor;184;0.010267583;0.01185781;0.006261052;0.000925524;0.000736824;0.00123866;13.00;13;25.72750067;0.74;1.4;0.13;8.72
SPL;2014;Poor;189;0.011398062;0.012004669;0.009869733;0.000895409;0.001163338;0.000450798;36.00;24;0;0.04;0.78;0;10.89
NAP;2014;Poor;379;0.010978524;0.01223532;0.007812063;0.000763899;0.000837509;0.000641749;53.00;37;4.982944354;1.31;1.77;0.21;32.6
NPL;2014;Poor;38;0.008215334;0.009782515;0.005706877;0.000978239;-0.000179005;0.002898614;5.00;5;16.1606434;0.34;0.6;0.02;0.49
NPL;2013;Poor;114;0.007389988;0.008059551;0.006578912;0.001119626;-6.39E-05;0.003238938;9.00;7;5.742060515;0.07;0.15;0;0.25
CPL;2014;Poor;158;0.009161027;0.011274157;0.005778715;0.00088358;0.000651198;0.001269203;21.00;13;89.47368421;1.24;1.67;0;7.33
XER;2008;Poor;233;0.008222171;0.00983955;0.006029057;0.001253098;0.001624038;0.000605202;40.00;26;0.04440882;0.2;0.81;0.01;2.56
CPL;2013;Poor;39;0.008720914;0.007439663;0.010715435;0.001179082;0.000694208;0.002047324;13.00;11;12.30376844;1.08;1.51;0.15;17.56
CPL;2013;Poor;41;0.008848691;0.011221579;0.005154821;0.001286589;0.000795205;0.002166487;30.00;10;77.32642822;0.87;1.67;0.07;1.93
XER;2014;Poor;230;0.008001539;0.006131387;0.0119031;0.000980392;0.001102223;0.00077822;41.00;17;0;0.01;0.39;0;0.68
WMT;2014;Poor;355;0.013121948;0.016667718;0.006433298;0.000934763;0.001100944;0.000658996;64.00;19;0.001211921;0.33;1.22;0.03;3.97
CPL;2013;Poor;432;0.008737057;0.011577872;0.004314769;0.000933216;0.00113446;0.000572858;36.00;26;53.7515476;1.02;1.37;0.11;34.12
XER;2009;Poor;60;0.008057836;0.01034598;0.004211925;0.000776121;0.000818243;0.000706538;21.00;17;6.775535436;0.52;0.73;0.05;4.05
TPL;2008;Poor;414;0.011060543;0.016011564;0.007199686;0.001210102;0.001589625;0.000547215;61.00;29;25.79380635;0.56;0.81;0;7.24
TPL;2008;Poor;91;0.004151377;0.004701416;0.003481873;0.001172236;0.001506791;0.000587893;38.00;28;77.04652602;1.6;1.43;0.15;15.18
TPL;2009;Poor;16;0.013223684;0.005424817;0.027907091;0.000946613;0.000811167;0.001170364;19.00;11;10.70663812;0.42;0.74;0;3.58
NAP;2008;Poor;141;0.003894974;0.004664697;0.002958071;0.001335743;0.001753571;0.000605952;32.00;25;2.505899574;0.52;1.17;0.02;0.52
SPL;2009;Poor;9;0.011092922;0.013410221;0.005555334;0.000854114;0.000203466;0.001928952;13.00;7;87.13716;1.27;1.67;0.15;16.09
NAP;2008;Poor;336;0.006887225;0.009496777;0.003348756;0.001153717;0.001095288;0.001255771;55.00;45;3.807011;1.38;1.7;0.21;38.13
WMT;2008;Poor;365;0.007428432;0.009647616;0.004419289;0.001299288;0.001753279;0.000506332;67.00;31;0.02294931;0.43;1.86;0.01;5.3
XER;2009;Poor;327;0.014504841;0.018014015;0.007786449;0.000869601;0.000549388;0.001398577;12.00;10;0;0.14;0.74;0;0.31
XER;2014;Poor;339;0.013184195;0.003892726;0.040137302;0.000836616;0.000913155;0.000709604;90.00;40;0.324904947;0.07;1.07;0;1.18
XER;2013;Poor;157;0.006527118;0.007403532;0.004970475;0.001165756;0.001177838;0.001144121;22.00;16;0.178680033;0.56;0.83;0.09;10.94
NPL;2014;Poor;443;0.007537051;0.007532476;0.007544374;0.00085874;0.000946639;0.000712876;23.00;19;0.823055358;2.01;1.68;0.34;20.69
NPL;2014;Poor;78;0.00860968;0.010871393;0.004989544;0.00096068;0.000513083;0.001703439;18.00;10;5.164138949;0.4;0.76;0.02;2.57
TPL;2013;Poor;423;0.007056129;0.009131958;0.004541568;0.000933599;0.001144874;0.000555278;33.00;27;64.87437287;0.47;1.21;0.03;2.73
NPL;2014;Poor;81;0.008279762;0.009531422;0.006276334;0.000995984;0.001134036;0.000766894;25.00;17;53.91328154;0.46;1.1;0;1.28
SPL;2013;Poor;187;0.014356277;0.016391737;0.010313844;0.001138138;0.001433126;0.000609918;23.00;22;26.12751701;1.02;1.68;0.19;15.7
SPL;2013;Poor;21;0.008155257;0.007507404;0.008940035;0.001240685;0.000385247;0.002772477;18.00;8;4.76788253;0.3;1.06;0.04;2.83
CPL;2013;Poor;10;0.007747571;0.005412746;0.011382188;0.00127591;-9.62E-05;0.003732837;9.00;5;28.1454476;1.5;1.44;0.27;27.14
XER;2014;Poor;63;0.013821706;0.015542837;0.010575007;0.000971099;0.000908466;0.001075034;26.00;14;70.36082474;1.64;2.01;0.05;0.94
CPL;2009;Poor;70;0.005677125;0.006689312;0.003765272;0.000408567;0.000451984;0.001662819;10.00;8;97.79448622;0.28;1;0;63.52
XER;2009;Poor;111;0.006885383;0.005257933;0.009959364;0.000816168;0.001008721;0.000498082;44.00;20;0.241055569;0.16;0.43;0;0.57
XER;2008;Poor;984;0.010207227;0.015456749;0.006113597;0.001263103;0.001577689;0.000713638;24.00;24;0.612410805;1.13;1.79;0.24;25.01
XER;2009;Poor;320;0.007454963;0.009542139;0.003946839;0.000806966;0.000653816;0.001059962;13.00;13;0.005550162;4.99;2.94;0.4;217.35
XER;2009;Poor;64;0.007766897;0.009888426;0.004201033;0.000817377;0.00093909;0.000616313;28.00;18;5.3008033;0.49;0.94;0.04;3.03
TPL;2009;Poor;536;0.013992579;0.005484168;0.030011888;0.000733005;0.000901974;0.000453877;44.00;34;88.49201857;1.45;1.36;0.05;15.32
NPL;2008;Poor;298;0.011170779;0.011342817;0.010918974;0.001249998;0.001646067;0.000558212;63.00;27;23.2705;0.34;1.01;0.03;1.3
SPL;2009;Poor;378;0.011308253;0.01077806;0.012575243;0.000714713;0.000751697;0.000653619;72.00;40;13.63686;1.05;1.21;0.21;26.53
XER;2008;Poor;954;0.006728936;0.004705089;0.009473207;0.001154871;0.001451232;0.000637238;42.00;34;0.1645963;0.18;0.75;0;2.12
NAP;2008;Poor;219;0.007286533;0.010417233;0.003041404;0.001182708;0.001480161;0.000663166;39.00;35;5.432242;0.89;1.69;0.1;21.91
SPL;2008;Poor;140;0.008395789;0.008796404;0.007852568;0.001251631;0.001419527;0.000958377;27.00;21;25.13946;0.7;1.4;0.12;8.72
SPL;2009;Poor;903;0.004607827;0.006131615;0.001974575;0.000861785;0.000623182;0.001255945;12.00;11;33.79068;0.4;1.13;0.03;2.57
SPL;2009;Poor;519;0.003503298;0.004260317;0.002195096;0.000775333;0.000956999;0.000475231;24.00;21;6.402321;0.35;1.11;0.05;4.1
NPL;2008;Poor;149;0.010665093;0.001750771;0.027812155;0.001379156;0.000725102;0.002521547;29.00;11;15.64573;0.27;0.6;0;0.37
NPL;2009;Poor;64;0.008705114;-0.000823335;0.022674397;0.000807481;0.000833529;0.000764451;22.00;16;0.6559005;0.2;0.91;0.01;1.17
UMW;2014;Poor;77;0.008975877;0.005272733;0.015584549;0.000952155;0.00023672;0.002139374;16.00;8;36.26166304;1.76;1.54;0.31;29.14
XER;2013;Poor;415;0.014505612;0.017750021;0.00942064;0.001143308;0.001402624;0.000678963;24.00;21;0;0.07;0.79;0;0.26
TPL;2014;Poor;27;0.007144114;0.007861693;0.005745879;0.000953341;0.000241688;0.002134283;14.00;8;23.76209381;2.7;2.13;0.54;59.73
TPL;2014;Poor;181;0.006552924;0.007409212;0.004884406;0.000826034;0.000991617;0.000551258;94.00;22;65.46841774;1.49;1.51;0.15;22.13
UMW;2014;Poor;325;0.007194252;0.005876655;0.010283513;0.000881794;0.001164038;0.000413428;37.00;29;1.76246937;0.65;1.01;0.07;7.26
UMW;2014;Poor;101;0.007390461;0.008896082;0.003860354;0.000884246;0.001103125;0.000521029;47.00;22;2.994613348;1.06;0.95;0.11;0.29
NPL;2013;Poor;126;0.007253522;0.009256405;0.004310254;0.001059809;0.001165335;0.000870849;69.00;19;8.116294915;0.11;0.47;0;0.18
TPL;2013;Poor;299;0.007767977;0.010287669;0.004065248;0.000985923;0.001176356;0.000644923;53.00;23;19.33735697;0.47;0.85;0.04;2.13
WMT;2014;Poor;439;0.004927033;0.003099796;0.009682695;0.00089438;0.001142575;0.000482514;27.00;23;0;0.1;0.85;0;2.11
NAP;2013;Poor;354;0.006544409;0.007861319;0.004205379;0.000867455;0.001029282;0.000577679;35.00;29;21.78603536;0.43;0.94;0.03;6.46
CPL;2013;Poor;159;0.006866103;0.009045963;0.004225525;0.001091881;0.001224488;0.000854427;25.00;19;22.73950605;0.84;1.45;0.15;9.85
WMT;2014;Poor;283;0.009650108;0.01003125;0.008689831;0.000939486;0.001212939;0.000485708;42.00;35;0;0.2;1.18;0;0.63
NAP;2014;Poor;153;0.00969021;0.005499733;0.020247997;0.000808462;0.001019178;0.00045879;42.00;26;0.111680734;13.97;4.32;4.16;390.31
NPL;2014;Poor;424;0.008399065;0.005108199;0.01366648;0.000846237;0.001082404;0.000454331;103.00;25;42.58053813;0.29;0.89;0.01;2.16
TPL;2014;Poor;86;0.008618018;0.010555961;0.005516114;0.000831903;0.001003131;0.00054776;38.00;22;58.71515092;0.48;1.19;0.05;3.1
WMT;2013;Poor;447;0.016726637;0.014657627;0.020835703;0.001058002;0.001153864;0.000886348;19.00;19;0.070314243;0.2;1.29;0;0.52
XER;2013;Poor;142;0.008505477;0.01024925;0.004867571;0.001200564;0.00160447;0.000477309;42.00;25;0.000259409;0.33;0.38;0.02;0.53
UMW;2014;Poor;260;0.009397312;0.012435807;0.004460938;0.000866704;0.001107568;0.000467006;32.00;24;0.046217586;0.59;1.45;0.07;9.55
XER;2013;Poor;285;0.00815922;0.009549295;0.00647535;0.001065281;0.001385054;0.000492679;45.00;28;0.184708388;0.18;0.81;0;0.05
CPL;2014;Poor;227;0.009551798;0.010754804;0.007042055;0.000916059;0.001071706;0.000657773;35.00;19;2.218031417;1.89;1.69;0.32;38.31
NAP;2014;Poor;145;0.00989913;0.013033585;0.004305348;0.000893222;0.000975713;0.000756333;26.00;18;0.933806556;3.02;1.97;0.56;73.05
TPL;2009;Poor;421;0.011939502;0.015074439;0.006037163;0.000702578;0.000657931;0.000776333;72.00;43;88.132806;1.03;1.28;0.06;8.96
TPL;2009;Poor;43;0.010512346;0.010530195;0.010478742;0.000863777;0.000701572;0.001131732;13.00;12;75.76285963;1.22;2.15;0;11.86
NPL;2008;Poor;590;0.004338051;0.00531315;0.003151164;0.001131077;0.001435017;0.000600205;50.00;32;6.956356;0.11;0.47;0;0.18
SAP;2009;Poor;139;0.013902041;0.007055344;0.030263409;0.000817452;0.000341181;0.001604226;9.00;9;5.20654;1.82;2.19;0.04;188.11
NPL;2008;Poor;525;0.009883111;0.011640647;0.007310671;0.001262862;0.001674451;0.000543966;40.00;32;46.26004;0.51;1.53;0.01;2.28
NAP;2008;Poor;103;0.006129098;0.007420216;0.004378384;0.001303771;0.001312069;0.001289277;24.00;18;6.4849;1.03;1.6;0.13;29.15
SAP;2009;Poor;412;0.0036186;0.004541183;0.002024287;0.000700235;0.000868451;0.000422351;42.00;32;0;0.59;2.95;0;24.69
TPL;2008;Poor;361;0.006201551;0.004733763;0.008191825;0.001060492;0.001314533;0.000616778;33.00;29;18.00939769;0.75;1.05;0;4.74
TPL;2009;Poor;542;0.003916191;0.004877424;0.002255086;0.000716495;0.000777705;0.00061538;55.00;39;29.43454686;1.06;1.6;0;3.18
TPL;2008;Poor;432;0.006332845;0.008516093;0.003372431;0.001126914;0.001158204;0.001072262;109.00;42;10.83433281;0.58;1.39;0.01;3.95
SPL;2009;Poor;116;0.007621958;0.005272587;0.011066278;0.000925083;-5.67E-05;0.002546984;5.00;4;2.926962;0.15;1.07;0.01;0.4
NPL;2009;Poor;417;0.008073919;0.002698558;0.015954524;0.000773083;0.00092801;0.00051715;28.00;20;25.23945;0.33;0.98;0.02;1.18
NPL;2009;Poor;250;0.018312237;0.011371419;0.031600585;0.000716334;0.000699561;0.000744043;41.00;17;0;0.19;1.2;0;1.34
NPL;2008;Poor;38;0.010067121;0.009988844;0.010221402;0.001366495;0.000825769;0.002310943;18.00;12;0.1862567;0.16;0.93;0;0.59
XER;2008;Poor;756;0.00816706;0.005696458;0.012833617;0.001107305;0.001403074;0.000590706;33.00;29;0;0.12;1.28;0;0.22
TPL;2014;Poor;105;0.008978393;0.01051691;0.006232739;0.000831333;0.000904676;0.000709625;25.00;19;72.04279848;0.97;1;0;3.66
TPL;2013;Poor;215;0.015650085;0.00481849;0.032455373;0.001106075;0.001332193;0.000701178;32.00;21;23.02951197;0.57;0.95;0.08;7.75
CPL;2014;Poor;11;0.00749578;0.007044423;0.00855404;0.001015958;0.000387515;0.002058821;24.00;8;0.273380181;1.45;1.64;0.22;21.6
TPL;2014;Poor;158;0.005523827;0.005706085;0.005049472;0.000957169;0.000954468;0.000961652;24.00;15;66.82129373;0.51;1.37;0.03;2.75
NAP;2013;Poor;37;0.00737512;0.006082401;0.00927479;0.001271799;0.00088098;0.00197162;29.00;11;0.450248383;1.34;1.44;0.17;17.46
NAP;2013;Poor;480;0.008710609;0.009853918;0.00732566;0.000957234;0.001084814;0.000728784;51.00;36;1.572809893;3.35;1.61;0.39;90.82
SPL;2013;Poor;25;0.006640733;0.005423318;0.008115452;0.001330414;-0.000179555;0.004034244;4.00;4;14.48659566;0.36;1.31;0.02;1.9
WMT;2013;Poor;410;0.007828626;0.010939923;0.00405975;0.001048782;0.000885946;0.001340363;61.00;47;0;0.15;2.66;0;0.61
NPL;2013;Poor;189;0.007184587;0.009549402;0.004319962;0.001327149;0.001134794;0.00167159;18.00;12;19.92478776;0.28;0.8;0.02;1.22
NAP;2013;Poor;141;0.006930731;0.005282412;0.010369497;0.00118385;0.001197164;0.00116001;76.00;46;0.011390448;0.4;0.76;0.02;3.14
NPL;2014;Poor;279;0.009547004;0.009912078;0.0089539;0.000745488;0.00072165;0.000785046;66.00;40;1.101932312;0.4;0.99;0.02;0.23
NPL;2013;Poor;114;0.007857773;0.005032612;0.013751699;0.001160023;0.00051522;0.00231464;16.00;10;0.317957087;0.14;1.3;0.01;0.87
XER;2014;Poor;314;0.008037049;0.009948314;0.004931986;0.000957873;0.001262858;0.000451771;27.00;23;0;0.05;0.54;0;0.72
SAP;2014;Poor;40;0.007065737;0.0073027;0.006604003;0.000967015;0.000817317;0.001215431;29.00;13;11.14909779;2.87;2.2;0.6;66.07
SPL;2014;Poor;14;0.011651725;0.013038485;0.009035775;0.000708759;0.000548863;0.001981564;17.00;8;0.008648631;11.96;5.38;2.74;401.22
CPL;2014;Poor;61;0.009746003;0.012720319;0.004438005;0.000928924;0.000893584;0.00098757;21.00;15;0.020866134;23.06;10.84;2.67;411.32
SAP;2009;Poor;440;0.005687804;0.006422344;0.004300379;0.000733715;0.000551582;0.001034588;62.00;50;0;0.13;1.05;0;2.09
WMT;2008;Poor;494;0.009735196;0.009242841;0.01011914;0.001199271;0.001437351;0.000783433;38.00;38;0.000357665;0.22;1.11;0.02;3.15
WMT;2009;Poor;695;0.007884145;0.010434195;0.003598022;0.000814182;0.000838881;0.000773379;45.00;45;0;0.99;2.12;0.02;15.12
SAP;2008;Poor;83;0.004592188;0.002136396;0.007581366;0.001130557;0.001187069;0.00103185;27.00;21;54.24601065;2.26;2.07;0.38;50.35
CPL;2008;Poor;7;0.004076167;0.005298879;0.002587888;0.00141275;-0.000303054;0.004409628;7.00;5;27.66249194;1.43;1.44;0.25;26.95
SAP;2009;Poor;321;0.015379172;0.018902137;0.008375921;0.000804248;0.000930789;0.00059521;41.00;40;0;11.88;6;0;318.6
UMW;2009;Poor;90;0.013181606;0.014624168;0.010313957;0.000618251;0.000916465;0.00039081;43.00;25;0;23.34;8.68;1.34;634.34
NPL;2009;Poor;428;0.007686353;0.009534503;0.004028835;0.000750528;0.000984111;0.000364661;37.00;26;1.519462;0.22;0.86;0.02;2.2
TPL;2009;Poor;285;0.011286802;0.013304429;0.006465333;0.000699937;0.000816088;0.000508062;55.00;35;57.94676;0.35;1.28;0.01;1.44
NPL;2009;Poor;584;0.010183252;0.0070959;0.017561017;0.00075644;0.000978319;0.000389909;32.00;31;69.3853;0.22;1.03;0;0.67
WMT;2009;Poor;302;0.004027103;0.005149483;0.002087522;0.000776503;0.000912263;0.000552234;47.00;38;0.01817235;0.05;0.33;0;0.31
XER;2008;Poor;42;0.006487113;0.008431471;0.003850626;0.00135834;0.001050695;0.001895683;22.00;14;0.4615759;0.17;0.74;0;1.69
SPL;2008;Poor;144;0.006501343;0.008791979;0.003395315;0.001183103;0.001532229;0.00057331;41.00;29;0;0.65;2.03;0.04;13.47
TPL;2008;Poor;255;0.006812763;0.007389825;0.006030284;0.001160081;0.001495355;0.000574481;47.00;31;77.5117344;2.51;1.81;0.33;36.55
NPL;2008;Poor;203;0.009487365;0.009411358;0.009633568;0.001139297;0.001435033;0.000622754;57.00;33;44.22114;1;1.64;0.1;7.87
NPL;2008;Poor;505;0.006317333;0.007012182;0.005004879;0.001146685;0.001451842;0.000613688;37.00;27;0.5850513;0.38;1.28;0.03;1.7
UMW;2014;Poor;80;0.009292704;0.010913617;0.006400005;0.000860223;0.0006707;0.001174724;18.00;14;70.49569372;1.47;1.4;0.1;7.91
WMT;2013;Poor;93;0.012749197;0.015540446;0.008374463;0.001190437;0.000947379;0.001625669;13.00;13;0.509724748;0.32;1.83;0.01;2.51
CPL;2013;Poor;59;0.010737276;0.014671026;0.004012974;0.001359527;0.00065947;0.002613085;8.00;8;33.68816901;1.42;1.08;0.07;12.17
TPL;2013;Poor;59;0.009394475;0.00348345;0.019498705;0.001169971;-0.000350959;0.003893427;5.00;5;0.046838714;56.65;11.29;21.23;1607.99
UMW;2014;Poor;271;0.007371224;0.007371276;0.00737112;0.000859591;0.001119695;0.000427964;93.00;27;0.342333324;0.31;0.59;0.01;1.03
TPL;2013;Poor;58;0.008050968;0.009769401;0.005113502;0.001163337;0.000776909;0.001855294;16.00;12;70.7923583;0.96;1.42;0.11;6.76
UMW;2013;Poor;200;0.00863731;0.010410079;0.005606962;0.001113502;0.000414642;0.002364917;22.00;10;74.17690046;1.64;1.57;0.31;21.54
NPL;2014;Poor;187;0.00900094;0.002645573;0.023901848;0.000895788;0.001162491;0.000453211;30.00;24;1.671760025;0.22;0.86;0.02;2.2
NPL;2014;Poor;348;0.006734851;0.006598887;0.007053635;0.000824786;0.001003021;0.000529015;58.00;34;59.38406024;0.26;0.88;0;1.14
WMT;2014;Poor;377;0.007193806;0.008799574;0.003428893;0.000838595;0.000879364;0.000826466;75.00;43;0;0.07;0.96;0;0.15
NPL;2013;Poor;111;0.008068717;0.010065489;0.005134429;0.001079515;0.00125402;0.000767037;36.00;20;66.33350586;0.32;1.23;0;0.38
NPL;2014;Poor;429;0.004865002;0.005628323;0.002878344;0.000830332;0.001049073;0.000467344;29.00;25;30.48782467;0.46;1.17;0.02;1.41
NAP;2013;Poor;354;0.007942997;0.008440467;0.007059414;0.000977539;0.001185448;0.000605247;41.00;33;1.413164129;1.34;1.47;0.14;22.39
